hhnum,inchhavg_r
101322,1219.0
101323,5970.0
101326,5100.0
101333,1539.0
101339,718.0
101341,2240.0
101343,11000.0
101346,10000.0
101347,718.0
101351,3249.83
101354,1309.43816572428
101359,3013.0
101362,1466.0
101369,1052.562
101371,8610.67
101372,6707.0
101373,2100.0
101374,3150.0
101375,3900.0
101379,1083.33
101385,5833.0
101386,9760.0
101389,5210.662
101396,2197.0
101399,6991.7
101400,2705.0
101405,1600.0
101411,4940.0
101417,5435.18774343889
101419,1960.0
101426,2480.0
101431,3000.0
101442,3060.0
101449,1600.0
101450,6200.0
101451,87.9222111221032
101456,2520.0
101459,3080.0
101460,1250.0
101469,25650.0
101478,2071.0
101481,2600.0
101492,8231.58184734989
101494,12188.0
101498,600.0
101499,1718.78335848703
101500,5002.0
101501,2620.0
101502,805.0
101503,2426.662
101519,2280.0
101521,1517.0
101523,2310.0
101524,1480.0
101525,5600.0
101530,3780.0
101531,1068.0
101537,4620.0
101541,2020.0
101542,6160.0
101543,1700.0
101552,600.0
101557,3954.92273295344
101559,6661.65051988016
101560,6020.0
101570,8013.0
101574,686.0
101575,5411.43367476686
101576,1516.67
101580,2287.42957901897
101581,863.755690780416
101585,5800.0
101586,1668.338
101590,3400.0
101591,18258.0
101598,3958.16366368805
101599,1396.0
101601,3918.92570914923
101602,3948.99
101603,25650.0
101608,3669.97342891657
101609,1180.0
101611,949.014916785859
101618,7840.0
101624,3620.0
101625,2572.0
101626,1416.0
101630,9000.00000000001
101631,826.400906408744
101636,910.0
101637,3943.338
101638,699.0
101640,2720.0
101643,1100.0
101652,3921.91
101656,4690.0
101661,3150.0
101663,4099.0
101664,5822.0
101668,1150.0
101669,6081.0
101670,5380.0
101678,2761.2
101680,3900.0
101682,872.982591132
101690,3496.0
101693,0.0
101697,1400.0
101703,5922.31700056
101705,2422.0
101709,3033.338
101712,5024.88
101713,4589.0
101718,2730.0
101719,1759.338
101729,1800.0
101730,1415.484
101738,3640.11675985298
101739,1087.67
101744,724.353578050814
101749,2606.8
101750,5666.67
101752,4129.0
101756,11636.2690869678
101757,2145.0
101758,2096.0
101759,2600.0
101761,1687.0
101763,8000.0
101771,936.975293432454
101776,2660.0
101777,13383.33
101784,2158.338
101785,2848.0
101790,5151.0
101794,2256.0
101795,1600.536212768
101797,5040.57099589548
101803,3390.0
101812,5300.0
101815,6711.95782046137
101824,362.132726666219
101825,1292.39268150577
101828,2100.0
101829,768.0
101831,3782.73120468229
101833,10163.0
101840,1500.0
101844,2747.12058820819
101845,2736.0
101856,1533.32556720264
101857,4014.1310379825
101859,1500.0
101862,8262.95687593277
101870,3513.27099434857
101874,4385.33
101880,2456.14263678229
101881,1219.0
101888,1403.0
101889,5676.67
101890,3640.0
101895,1222.0
101896,1600.0
101906,2211.39941747064
101908,4451.0
101918,1477.0
101919,1050.0
101923,854.0
101924,0.0
101931,2468.2
101932,2240.0
101933,5400.0
101934,2740.60687611216
101935,3395.16
101941,2599.992
101945,3200.0
101953,4592.462
101955,8400.0
101972,2000.0
101973,3407.0
101982,944.0
101983,854.0
101986,3700.0
101987,1913.0
101989,1108.0
101995,8680.0
102001,541.230043587145
102008,6934.60583872383
102010,3640.0
102023,1960.0
102024,0.0
102025,2968.34
102027,2546.0
102038,2800.0
102045,1000.0
102047,1470.0
102050,1386.0
102054,4322.0
102055,795.0
102056,3370.5291126041
102059,8493.324
102062,4060.0
102063,2253.33
102064,1400.0
102078,1540.0
102080,2720.0
102086,2665.0
102089,2426.662
102092,2994.29601126161
102098,2576.43497464544
102105,784.0
102106,9999.99999999999
102107,1512.0
102115,3640.0
102121,4352.0
102123,781.0
102126,2019.0
102132,2998.0
102136,3640.0
102138,1408.64367986695
102142,520.467935435665
102143,2131.0
102144,2500.0
102145,2800.0
102149,5308.338
102153,2763.33
102156,3234.31793984374
102158,3544.668
102161,18166.67
102163,21573.0
102166,845.0
102167,3486.0908295825
102173,13800.0
102177,866.67
102183,1578.68219586764
102186,13200.0
102193,2520.0
102205,503.225359617121
102211,789.84
102216,2295.49202978
102222,500.0
102228,865.812949339124
102230,1629.95030101884
102237,9966.67000000001
102238,2500.0
102240,2675.0
102244,0.0
102248,5524.24522268776
102249,7200.0
102258,840.0
102260,1083.33
102263,5000.0
102269,2850.0
102276,4729.0
102277,3350.0
102281,1063.0
102282,7625.092895548
102283,2400.0
102293,5138.67
102295,2797.0
102299,3262.67164992495
102304,1314.0
102313,6000.0
102316,4201.0
102317,718.0
102318,9800.0
102320,1213.338
102324,1737.735957086
102326,1960.0
102329,1480.0
102336,3640.0
102341,0.0
102345,2100.0
102347,1199.99534461839
102355,1782.0
102356,2773.33
102358,5584.0
102360,2835.41
102361,2700.0
102383,2200.0
102387,12968.1173290567
102390,3734.0
102391,1149.4
102398,5498.44474400827
102411,2100.0
102412,4340.0
102416,808.0
102418,3600.0
102419,910.0
102420,1700.0
102422,1400.0
102423,5460.0
102429,4200.0
102430,2051.40991619718
102431,4530.54259809884
102434,2009.4
102436,6000.0
102442,225.0
102445,1500.0
102451,5686.0
102454,2785.0
102457,960.0
102459,853.0
102462,2782.338
102465,7549.99999999999
102466,2546.18527416494
102471,5922.0
102478,1860.15
102479,1792.0
102482,3033.33
102483,242.2
102487,875.729719991804
102488,698.0
102500,2400.0
102503,711.064740606742
102508,3221.33
102511,1980.0
102512,7889.18901666946
102516,4165.5
102521,760.0
102523,1120.0
102525,3640.0
102527,500.0
102530,1865.80218094196
102531,1624.0
102536,600.0
102539,1282.0
102541,1406.64874727004
102544,3479.6203509124
102545,1396.0
102560,4200.0
102573,2303.75
102580,3510.0
102583,6500.0
102584,645.0
102585,1820.0
102588,1100.0
102589,13300.0
102590,900.0
102593,628.0
102600,1486.33
102604,2800.0
102606,3413.30331646978
102607,4750.0
102615,25650.0
102618,2000.0
102620,1362.0
102621,8233.33
102626,1080.0
102630,2560.0
102639,6910.0
102640,3271.49942402488
102641,20586.67
102646,3700.0
102650,313.179021073789
102655,170.982609866698
102665,9225.67
102681,2595.6
102683,1950.0
102693,1200.0
102696,2068.662
102700,6160.0
102703,1200.0
102716,3899.59494559102
102726,741.152654931249
102728,3500.0
102730,10460.0
102734,11690.0
102741,4039.27430344614
102747,1805.0
102753,959.820745481318
102756,6600.0
102758,4200.0
102759,3835.8034323948
102761,2068.738
102764,1540.0
102765,1143.62603905151
102769,2771.73061120618
102770,6275.738
102775,2016.0
102776,4864.94259773613
102778,2700.86504138651
102783,2094.0
102786,494.579863794848
102791,2356.0
102792,3025.0
102794,4166.67
102795,1960.0
102796,370.0
102803,1200.0
102804,1822.0
102805,3640.0
102815,3486.70834754092
102820,5460.0
102824,3330.16056771125
102826,2250.0
102837,2770.0
102839,3538.0
102841,1891.0
102846,2911.0
102848,1750.0
102862,2500.0
102865,4112.49112436496
102868,1204.4
102873,4000.0
102875,3000.0
102876,4385.73471084893
102886,1330.0
102904,4311.67
102905,1560.0
102910,1733.0
102912,1457.74524041679
102918,2837.44113709011
102919,4865.0
102928,1256.67
102931,1300.0
102936,864.0
102939,2209.338
102947,2700.0
102953,4536.0
102976,1615.0
102981,4500.0
102986,775.67
102989,2989.992
102994,4.3980523226026
103007,752.0
103008,1070.0056595046
103012,4242.67
103013,1200.0
103014,2800.0
103018,5362.0
103021,3080.0
103023,3654.0
103024,2100.0
103030,2460.0
103036,5336.0
103037,4706.38120271968
103038,4002.0
103043,2100.0
103057,2669.4
103058,350.0
103061,4451.0
103067,4853.338
103068,4246.676
103069,6534.67
103073,1800.0
103075,820.0
103076,1966.0
103080,2380.0
103081,3263.42183687083
103086,492.0
103087,2930.1
103089,0.0
103094,980.0
103095,1175.0
103097,2520.0
103104,978.0
103106,4160.0
103107,1995.0
103115,7420.0
103118,3035.92812774331
103126,1600.0
103128,0.0
103134,3033.324
103140,1932.0
103143,11048.0
103147,4340.0
103149,850.0
103152,3921.263328746
103153,1372.0
103154,3597.82819947524
103156,739.0
103157,1600.0
103158,2440.0
103160,4368.0
103164,1971.98587364958
103165,5723.67
103168,3913.0
103173,6663.0
103186,2032.63334454792
103199,5925.17862990637
103200,2488.01243497943
103202,2383.33
103203,4200.0
103207,2200.0
103211,2800.0
103216,2520.0
103217,2576.0
103218,2900.0
103220,2660.0
103221,2100.0
103234,7000.0
103236,1660.0
103243,4912.76442996
103244,6120.0
103245,6664.0
103253,3000.0
103254,1125.88916517515
103263,829.0
103268,3000.0
103273,2327.34419199106
103274,3336.662
103278,1960.0
103287,3161.6766164016
103290,3800.0
103291,5600.0
103295,1154.0
103300,7610.67249222115
103303,3440.0
103312,3135.0
103313,12501.67
103314,1260.0
103317,1410.0
103318,4350.0
103322,1150.0
103331,900.0
103333,1217.9
103334,2590.0
103335,6440.662
103338,1421.0
103341,9100.0
103345,1529.62759972471
103347,2243.0
103362,5304.75131491363
103369,2500.0
103382,1460.0
103392,1490.67
103395,1153.0
103401,11400.0
103409,2400.0
103410,7107.02743019513
103412,0.0
103413,2800.0
103421,3442.9339460866
103425,9239.99999999999
103439,4166.67
103440,1490.0
103442,3600.0
103447,1224.0
103455,6428.12661714
103458,1821.67241434512
103464,2080.008
103466,20583.33
103469,2000.0
103472,3618.662
103474,5320.0
103478,4099.71
103488,4174.0
103494,13866.66
103498,1300.0
103499,1500.0
103508,1000.0
103517,925.189249790242
103524,3968.01165734636
103531,8926.0
103534,11700.0
103535,5460.0
103539,3700.0
103545,3780.0
103549,1000.0
103552,2372.0
103554,2864.0
103558,0.0
103559,2000.0
103561,827.0
103564,0.0
103566,4159.992
103567,2200.0
103568,5393.48452159894
103576,1960.0
103577,1600.0
103582,5499.75
103588,2800.0
103591,1912.3
103593,3300.0
103595,6163.11294372204
103596,1400.0
103598,5449.59219592638
103600,1632.0
103609,325.0
103613,2300.0
103623,8620.0
103625,8761.0
103635,1466.8
103638,976.0
103641,175.0
103645,1227.43369691404
103646,2291.92
103650,1900.0
103657,9100.0
103659,4639.02343497031
103666,800.0
103669,3033.338
103679,1442.0
103680,2239.4577133
103684,420.0
103687,2300.0
103690,700.0
103698,997.0
103702,4400.0
103713,1233.33
103715,8012.45552793127
103718,7059.6
103721,0.0
103722,1240.0
103725,1600.0
103728,3050.67
103737,1750.0
103744,1376.05494445779
103747,10312.67
103750,8420.0
103757,388.077248491056
103759,4000.0
103761,2800.0
103764,3230.0
103771,0.0
103773,3520.97101467066
103777,25650.0
103781,5744.92
103784,1400.0
103787,1300.0
103789,2480.0
103790,1000.0
103793,1700.0
103797,1311.0
103803,250.0
103806,1680.0
103810,7144.03723637158
103814,225.0
103816,2310.0
103819,2000.0
103823,1260.0
103830,2931.17760308896
103836,10009.986
103837,3160.0
103839,4212.21494273033
103846,3864.0
103847,7889.89126671813
103848,3640.0
103853,1573.0
103862,8270.0
103864,3525.0
103866,1089.0
103870,3600.0
103872,3010.0
103879,563.0
103888,8766.322
103889,241.947815509584
103890,8796.66199999999
103892,12133.338
103893,0.0
103897,891.0
103900,2080.0
103905,4160.0
103909,7943.69307508
103915,3903.33
103917,3323.95461366
103923,4160.0
103926,1050.0
103935,4900.0
103941,6698.74390032493
103943,4200.0
103963,180.0
103965,4317.86078337813
103968,2098.65726162486
103976,4939.74628718461
103982,4200.0
103988,405.410877609911
103990,10370.0
103992,7872.0
103998,7420.0
104004,2986.24194588905
104006,4244.0
104007,10763.33
104010,160.0
104014,2100.0
104019,2520.0
104022,2400.0
104023,2123.338
104027,698.0
104030,2930.0
104036,23000.0
104040,1576.0
104045,3000.0
104050,2400.0
104051,1013.0
104052,7422.29969935782
104057,1027.0
104060,4600.0
104062,2621.67
104068,1561.71519636578
104071,3920.0
104091,1406.0
104098,1090.82221543962
104099,0.0
104102,1400.0
104106,2521.4
104109,11800.0
104115,561.0
104124,2800.0
104125,645.0
104132,2208.20483645242
104137,4000.0
104138,2296.0
104142,1616.0
104146,1600.0
104154,2100.0
104162,3794.0
104166,13583.0
104177,1428.0
104180,4800.0
104185,9150.00000000001
104186,1016.0
104192,2800.0
104195,1698.662
104198,7840.0
104199,13915.194
104204,6300.0
104205,2434.0
104209,1467.2
104213,0.0
104218,1760.0
104220,4433.0
104222,1400.0
104223,2171.0
104224,3197.0
104225,3450.0
104230,6999.65950161211
104234,3000.0
104240,5850.0
104248,3020.0
104255,8180.0
104263,4424.0
104271,5250.0
104272,718.0
104280,1427.0
104282,1989.0
104283,11760.0
104290,6328.0
104294,25650.0
104301,1516.662
104302,1044.0
104306,2250.0
104310,1848.0
104311,1795.0
104319,3724.5
104326,2240.0
104328,860.0
104333,6466.4
104334,25650.0
104336,1596.73425107304
104340,5522.94742735647
104342,882.85
104348,12291.0
104349,3585.0
104350,1600.0
104375,0.0
104376,825.0
104380,5213.0
104385,5040.0
104386,3477.97629607012
104389,2800.0
104392,5960.0
104398,8005.59233735689
104400,875.0
104405,11195.0
104406,11337.0
104408,1107.0
104416,6888.07713107268
104417,6794.662
104418,700.0
104423,3940.0
104424,3298.0
104426,779.175963663689
104432,2185.99462372326
104435,549.0
104436,1300.0
104439,2800.0
104449,3780.0
104453,5175.0
104460,1230.0
104462,2600.0
104464,2700.0
104466,1633.338
104470,1760.0
104475,6300.0
104480,7590.0
104481,0.0
104482,2483.33
104483,3817.67
104488,1779.0
104492,3920.0
104496,0.0
104499,11000.0
104502,2660.0
104504,841.425541561877
104506,4749.33
104509,842.0
104513,6432.33
104514,4700.0
104525,4900.0
104538,0.0
104539,7653.0
104540,5106.0
104542,4868.62714758026
104545,7067.72350254
104551,1075.0
104552,5200.0
104553,3560.0
104555,2100.0
104562,2300.0
104564,523.442370626781
104570,6800.0
104572,1736.0
104574,520.0
104575,1226.33
104588,2160.0
104596,312.873822672836
104607,1069.0
104609,2380.0
104610,1450.0
104613,3700.0
104614,7772.0
104625,1100.0
104635,853.675393817846
104644,1700.0
104656,1487.0
104663,2099.0
104667,2799.0
104668,6230.0
104669,2225.66
104671,5458.55353630579
104675,2426.662
104676,2965.0
104677,1256.0
104691,638.895475445923
104695,13093.2894099368
104697,2510.0
104699,1112.0178511345
104701,7052.01615489243
104719,6280.0
104727,1024.0
104730,2100.0
104731,4459.0
104734,2001.0
104751,2329.13227687893
104757,8341.662
104763,2440.0
104768,10000.0
104770,2986.67
104773,2324.14889115314
104777,284.0
104779,1400.0
104784,8933.31176538
104786,912.0
104789,1895.338
104791,6051.29655738402
104792,5851.0
104795,449.0
104801,1000.0
104802,6300.0
104818,1100.0
104825,1560.0
104827,1680.0
104828,0.0
104838,10833.0
104839,698.0
104840,18200.0
104850,3500.0
104857,3345.0
104860,700.0
104863,2100.0
104864,779.0
104869,9807.662
104872,1413.338
104874,4168.0
104877,1900.76528572608
104879,1929.0
104881,5000.0
104887,1900.0
104888,2940.0
104898,1900.0
104901,1093.5
104903,1078.0
104904,14283.33
104914,3172.008
104917,3080.0
104921,1889.45359759898
104924,2303.0
104928,842.455205208
104929,3590.0
104932,1425.70128718331
104938,3933.2
104941,1216.938
104949,5033.0
104953,5600.0
104960,3780.0
104966,1600.0
104967,2102.46620714425
104972,9916.67
104973,1638.43849210554
104989,1960.0
104990,1380.0
104997,3510.0
105000,4200.0
105006,6400.00000000001
105012,2800.0
105015,500.0
105016,1600.0
105020,3112.79245902817
105023,2948.17
105025,3000.0
105028,600.0
105034,3434.0
105055,1144.0
105058,3003.0
105062,1820.0
105070,5615.992
105072,640.0
105080,3466.66
105084,1260.0
105085,2520.0
105089,4060.0
105093,7060.0
105095,1619.25987013895
105100,4635.41743183361
105101,18605.0
105113,2800.0
105120,3420.0
105122,1008.0
105123,516.827189949125
105131,950.0
105135,2221.0
105141,1400.0
105142,10422.7469809574
105153,350.0
105163,1309.21974261501
105167,709.462
105168,13773.6
105175,3910.83
105176,2738.42216705713
105177,1600.0
105178,5600.0
105181,3393.0
105183,4560.0
105201,3000.0
105206,6399.99999999999
105211,836.784359343918
105220,2059.19154604835
105221,2713.33
105222,4333.33
105231,533.33
105235,13866.67
105237,5300.0
105239,800.0
105241,3080.0
105253,862.857475303554
105255,1207.21246635236
105256,3430.0
105259,25.7668652586797
105266,735.33
105272,5909.67
105275,5025.0
105284,1124.0
105285,2645.73505286638
105288,2600.0
105292,964.0
105304,1257.0
105308,2409.0
105309,8566.82164433271
105311,3740.0
105325,8581.913362627
105331,2520.0
105332,4900.0
105335,3650.0
105344,6801.8205551487
105350,1350.0
105361,1500.0
105362,2081.0
105364,2305.33
105367,3122.13288620441
105374,3000.0
105377,890.0
105378,2030.0
105380,5833.338
105383,2100.0
105385,1397.21743043705
105386,1152.0
105392,5400.0
105405,1535.33
105407,2030.0
105410,1300.0
105420,8634.35472722297
105421,12260.0
105423,3679.01
105424,450.0
105426,1890.0
105427,25650.0
105433,128.282051035082
105437,2193.98213753043
105441,3360.0
105454,7795.676
105460,617.736396431268
105461,7520.97893760675
105468,7700.0
105477,1960.0
105479,2400.0
105491,2240.0
105494,5087.04630386313
105495,4832.75629453856
105500,4000.0
105503,2496.33501241
105522,1235.0
105523,1770.33
105539,3155.85892569815
105540,5000.0
105554,7376.0
105558,7700.0
105561,10955.1889089379
105564,3726.668
105566,942.445240185535
105574,1644.67
105576,10200.0
105580,1885.0
105588,725.0
105591,4935.0
105592,2100.0
105600,7476.56320479853
105603,2480.19530102
105608,737.33
105610,1603.33
105615,368.0
105627,4480.0
105628,5100.0
105632,1177.0
105643,11168.835669
105644,1862.94656356564
105645,4848.0
105649,714.0
105652,7215.0
105657,1664.0
105669,676.0
105676,600.907973532317
105678,2240.0
105680,1967.0
105683,3521.10660176088
105685,5640.0
105686,15864.7967100294
105689,247.0
105690,1797.67
105691,395.182744210695
105697,1326.0
105704,3951.78980876073
105716,4820.0
105719,6000.0
105724,2100.0
105731,2900.0
105732,1800.0
105733,7563.65136962145
105736,17333.33
105739,2063.0
105747,2752.67
105753,1600.0
105756,2739.462
105761,4850.0
105763,1520.0
105764,1656.4796626
105765,2500.0
105769,2000.0
105780,3564.0
105792,6300.0
105793,1000.0
105796,2005.27085833003
105799,3000.05355602
105804,723.0
105809,4853.338
105812,3933.33
105813,525.0
105815,0.0
105832,8000.0
105840,1161.0
105846,1848.0
105856,4848.0
105864,10500.0
105874,851.0
105880,1820.0
105885,530.305895828615
105892,1800.0
105896,6700.0
105905,1464.0
105908,3982.0
105925,4900.0
105933,8627.93149084
105939,9166.662
105940,0.0
105942,710.0
105946,1188.0
105947,1680.0
105950,7167.538
105952,1200.0
105954,3700.0
105956,1330.0
105957,1278.33
105962,1323.5
105965,1730.0
105973,1250.0
105983,1190.10456106797
105985,1152.0
105994,4690.0
105995,1479.0032848949
106001,5633.33
106005,1620.0
106010,2570.0
106032,11406.67
106033,2400.0
106035,2975.0
106039,1500.0
106041,1757.20531526
106043,1820.0
106045,6760.0
106046,17760.0
106049,691.0
106052,6337.21735546
106055,1411.662
106066,1400.0
106071,7954.83109939569
106095,0.0
106097,3640.0
106098,1394.0
106101,2360.0
106102,3033.34
106110,1467.14679558768
106117,1680.0
106118,4520.0
106124,530.032574451185
106135,2094.74261293767
106136,2900.0
106138,25650.0
106140,7280.0
106145,3610.0
106147,4480.0
106150,800.0
106166,6720.0
106171,7440.0
106179,1516.662
106182,10000.0
106184,4583.33
106186,1900.0
106189,2000.0
106194,7097.84877938
106197,1605.0
106201,5650.0
106202,3245.02671207426
106207,13720.0
106214,3500.0
106215,1300.0
106221,14083.33
106228,2700.0
106250,2600.0
106255,5310.0
106256,0.0
106263,6444.0
106265,6499.17391849752
106267,2520.0
106268,0.0
106274,3406.6
106276,2142.938
106278,2100.0
106280,7591.2530592489
106281,1520.0
106292,6500.0
106293,4460.33
106294,5500.0
106300,2000.0
106310,2708.39049808786
106311,2726.662
106313,700.0
106317,1122.015122782
106322,0.0
106326,1820.0
106327,1452.0
106328,880.0
106331,2600.0
106335,700.0
106336,6933.33
106344,700.0
106351,3279.0
106354,3488.57042286199
106356,2800.0
106357,1400.0
106365,5482.0
106367,1289.18004881038
106370,4400.0
106377,742.67
106382,7802.0
106384,4850.0
106388,1477.9188967653
106390,5700.0
106396,3700.0
106398,1305.5711513625
106400,6150.0
106404,5180.0
106407,24561.3411340396
106412,3500.0
106414,5600.0
106415,0.0
106417,2500.0
106418,3080.0
106419,4290.0
106422,6160.0
106425,2883.68695219298
106432,1120.0
106441,8749.99999999999
106442,4880.0
106443,4331.0
106447,5115.0
106448,4360.8
106454,9468.33
106462,2400.0
106464,3402.99291090727
106467,1080.0
106468,956.200033792895
106471,1929.0
106472,1794.25842798307
106473,1120.0
106475,1274.0
106477,867.0
106484,626.989119175415
106486,7920.0
106487,1197.0
106491,2240.0
106492,11652.33
106493,0.0
106500,600.0
106504,6000.0
106507,1453.0
106508,3700.662
106509,1866.662
106518,1911.0
106534,3220.0
106535,5000.0
106536,6996.0
106542,1054.0
106550,3600.0
106558,1500.0
106562,11000.0
106577,18600.0
106581,6400.0
106582,2256.8
106586,9545.99999999999
106587,5858.07339777471
106589,2546.54100460001
106594,2400.0
106596,1888.0
106597,2044.0
106610,6440.0
106614,7720.0
106615,4169.0
106623,2123.338
106624,13000.0
106625,5557.0
106626,4340.0
106627,670.0
106629,7035.0
106630,968.0
106636,1770.0
106648,808.0
106651,1069.0
106652,0.0
106658,4040.0
106659,1876.0
106663,6413.33
106672,8340.0
106673,7688.58519737362
106683,7353.47072088027
106693,10658.492
106694,5000.0
106696,3400.0
106700,1140.0
106702,0.0
106705,2730.0
106710,2010.67442244537
106711,2166.67
106715,1710.0
106717,3200.0
106721,1125.42685243495
106724,5500.0
106727,1338.0
106728,675.0
106730,1213.338
106733,8926.66
106736,5058.0
106741,0.0
106743,0.0
106747,14544.4123320287
106750,1314.0
106762,698.0
106763,2600.0
106765,5022.33
106766,3400.0
106769,1344.0
106772,3570.0
106776,2691.0
106779,3397.338
106781,4700.0
106782,3216.0
106783,6905.6
106784,710.0
106786,7200.0
106796,205.0
106798,1820.0
106800,1400.0
106802,700.0
106804,1900.0
106805,2200.0
106806,2954.0
106813,960.0
106816,7791.33
106820,1143.05
106838,7400.0
106847,1280.0
106853,16847.6
106854,1120.0
106857,0.0
106860,2061.06372089025
106861,2160.0
106862,8213.338
106871,2842.0
106874,1355.0
106875,5918.26261027387
106886,3900.0
106888,3646.0
106889,6802.12411145327
106896,789.0
106912,1072.55524075896
106916,6576.0
106917,4254.33
106920,4170.0
106923,5140.0
106934,1872.662
