hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist,inchhavg_r
102423,0,0,1,3,31,185,697,1501,0,0,0,2,18,46,112,130,0.96,CS,1.03,5460.0
102429,0,0,0,7,53,90,102,169,0,0,0,6,27,56,56,56,1.03,CS,1.03,4200.0
102430,1,8,14,53,330,982,1640,2996,0,2,5,22,111,321,581,869,0.1,CS,0.26,2051.40991619718
102431,0,0,1,5,17,58,123,673,0,0,0,2,16,45,68,80,0.92,CO,1.63,4530.54259809884
102434,1,4,14,27,43,45,48,52,0,1,4,18,22,22,22,22,0.09,CO,0.37,2009.4
102436,0,4,6,6,6,7,42,120,0,1,3,3,3,3,21,33,0.31,CS,0.46,6000.0
102442,2,5,19,83,287,624,789,961,2,3,24,41,108,285,435,439,0.09,SG,0.16,225.0
102445,1,9,20,45,98,180,258,1161,0,1,3,10,54,112,125,130,0.07,CS,0.42,1500.0
102451,2,6,13,59,538,1646,3408,6834,0,0,0,29,250,287,439,1369,0.09,CS,1.02,5686.0
102454,0,0,0,0,0,4,20,104,0,0,0,0,0,2,12,24,7.98,CS,8.7,2785.0
102457,0,1,11,18,18,24,29,203,0,1,11,11,12,14,14,42,0.45,LG,0.48,960.0
102459,4,14,38,94,162,472,1301,2300,1,1,5,22,66,84,117,293,0.08,CS,0.16,853.0
102462,0,0,1,1,6,61,139,373,0,0,0,0,2,20,39,76,0.6,CS,4.54,2782.338
102465,1,3,15,43,92,96,99,109,0,0,4,26,89,89,89,90,0.2,CS,0.77,7549.99999999999
102466,1,1,8,34,165,579,1043,1758,0,0,15,34,82,170,195,196,0.22,CS,0.69,2546.18527416494
102471,5,6,13,38,82,91,100,158,0,1,7,17,44,56,56,56,0.12,CS,0.45,5922.0
102478,0,0,7,9,97,310,746,1693,0,0,2,2,37,75,169,196,0.58,SM,0.92,1860.15
102479,0,1,1,4,52,78,198,424,0,0,0,0,30,50,141,212,0.3,CS,2.0,1792.0
102482,0,8,33,73,219,456,670,875,1,2,17,37,161,357,493,553,0.42,CS,0.22,3033.33
102483,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.21,CS,0.09,242.2
102487,0,0,0,4,93,466,643,1406,0,0,2,10,39,115,133,281,1.13,CS,0.65,875.729719991804
102488,3,7,18,31,44,45,48,52,1,3,17,19,22,22,22,22,0.19,BB,0.21,698.0
102500,0,0,0,2,6,18,37,201,0,0,0,0,0,0,8,30,1.0,SM,10.77,2400.0
102503,0,1,1,6,11,43,116,653,0,0,0,2,3,26,33,52,0.43,CS,1.08,711.064740606742
102508,1,5,6,13,15,17,46,219,3,8,8,10,10,10,10,24,0.05,SS,0.04,3221.33
102511,0,0,0,0,0,47,173,521,0,0,0,0,0,32,47,69,5.04,CS,7.67,1980.0
102512,0,0,0,2,32,40,47,262,0,0,1,7,45,50,57,57,1.32,SS,0.81,7889.18901666946
102516,0,0,4,22,73,153,212,405,0,0,2,17,60,122,159,212,0.78,SM,0.64,4165.5
102521,0,1,9,17,72,189,214,517,0,0,9,24,58,118,123,137,0.35,SM,0.52,760.0
102523,1,5,10,29,113,154,160,232,0,0,4,4,91,123,124,131,0.19,CO,0.65,1120.0
102525,0,1,7,38,214,876,1522,2136,0,1,6,36,137,592,1132,1723,0.4,CS,0.35,3640.0
102527,0,1,6,11,15,17,46,220,0,0,8,10,10,10,10,24,0.26,SS,0.54,500.0
102530,0,10,65,363,2794,8807,11706,14957,0,6,22,74,342,426,428,428,0.27,SS,0.26,1865.80218094196
102531,2,6,9,34,141,193,221,493,0,2,9,30,91,118,122,137,0.2,CS,0.31,1624.0
102536,0,0,0,2,33,73,111,435,0,0,0,0,16,32,61,209,1.7,CS,2.84,600.0
102539,0,0,0,9,26,31,55,225,0,0,0,0,0,3,10,34,1.38,CS,8.81,1282.0
102541,3,7,12,33,41,43,60,103,0,1,4,12,13,13,15,21,0.13,CO,0.4,1406.64874727004
102544,1,6,22,62,142,181,221,497,0,0,6,24,92,115,122,135,0.07,CS,0.65,3479.6203509124
102545,5,6,15,38,82,91,98,158,0,1,7,17,44,56,56,56,0.1,CO,0.39,1396.0
102560,4,4,6,37,268,1334,3080,4403,2,4,5,29,146,272,421,548,0.03,CS,0.06,4200.0
102573,0,1,8,21,127,410,734,978,0,2,6,15,97,311,419,439,0.5,CO,0.47,2303.75
102580,0,0,0,0,9,78,234,1146,0,0,0,1,7,26,70,110,2.66,SG,1.18,3510.0
102583,0,0,0,9,62,245,654,1705,0,0,0,5,25,61,171,196,1.66,CO,1.63,6500.0
102584,0,2,6,24,46,70,101,448,0,2,5,17,20,20,24,83,0.34,SM,0.38,645.0
102585,18,57,150,291,1134,7124,12143,15131,1,8,21,57,140,180,180,180,0.04,SG,0.24,1820.0
102588,0,0,0,0,1,34,51,176,0,0,0,0,0,22,26,37,2.2,MG,5.37,1100.0
102589,0,0,0,1,26,58,83,241,0,0,0,2,14,29,29,31,1.73,CS,1.55,13300.0
102590,14,17,23,56,129,219,513,2352,6,7,10,44,111,155,256,352,0.08,SM,0.07,900.0
102593,0,1,4,39,85,281,312,429,0,1,3,27,59,191,201,221,0.41,CS,0.41,628.0
102600,3,16,53,173,953,2285,3205,4943,0,0,13,53,287,790,948,1086,0.03,SG,0.61,1486.33
102604,1,1,2,12,76,243,322,366,0,0,0,11,41,63,68,81,0.07,CS,1.58,2800.0
102606,0,0,0,1,7,25,69,207,0,0,0,0,0,6,18,30,1.29,CS,6.63,3413.30331646978
102607,1,2,4,14,113,367,1056,1947,0,2,3,4,48,169,424,573,0.24,CS,0.48,4750.0
102615,0,0,2,10,30,204,753,2563,0,0,4,14,51,220,504,736,0.62,SM,0.61,25650.0
102618,1,6,9,21,29,82,279,588,3,3,4,15,20,24,33,69,0.22,CO,0.23,2000.0
102620,0,1,1,3,56,90,127,526,0,0,0,1,16,23,23,39,0.45,CO,1.95,1362.0
102621,0,1,12,26,67,461,825,1512,0,0,8,28,73,313,568,608,0.41,CS,0.64,8233.33
102626,1,7,10,13,14,17,24,107,1,6,8,9,11,12,15,29,0.23,CO,0.13,1080.0
102630,0,3,16,41,64,89,125,292,0,0,4,13,37,45,52,53,0.28,CS,0.73,2560.0
102639,6,14,17,67,272,543,651,1329,4,7,13,44,175,449,545,640,0.08,CO,0.13,6910.0
102640,0,0,0,0,9,77,275,1799,0,0,0,0,0,0,12,197,3.41,CO,10.52,3271.49942402488
102641,0,1,9,21,126,686,2088,4531,0,0,11,12,53,149,179,199,0.5,SM,0.51,20586.67
102646,0,1,5,17,74,289,484,3885,0,0,4,18,49,153,291,552,0.34,CS,0.65,3700.0
102650,0,0,7,26,76,135,222,1721,0,0,6,25,62,103,151,308,0.64,CO,0.59,313.179021073789
102655,1,3,13,24,114,324,772,2292,0,0,15,27,60,93,178,319,0.23,MG,0.52,170.982609866698
102665,0,0,0,5,38,128,417,1189,0,0,0,2,14,18,20,95,1.21,SM,1.31,9225.67
102681,1,3,7,22,43,45,48,52,0,1,1,17,22,22,22,22,0.18,CS,0.3,2595.6
102683,0,0,0,0,12,30,99,605,0,0,0,0,8,8,35,53,2.18,CS,2.19,1950.0
102693,0,0,0,0,1,9,16,142,0,0,0,0,0,3,5,30,3.96,CS,8.56,1200.0
102696,3,4,8,24,28,94,283,590,0,0,5,20,20,24,34,69,0.09,CS,0.51,2068.662
102700,0,0,7,7,7,62,224,1960,0,0,5,5,5,49,189,215,0.56,SG,0.71,6160.0
102703,0,0,0,0,6,7,41,111,0,0,0,0,3,3,20,31,2.17,CS,2.31,1200.0
102716,0,0,1,19,117,384,727,966,0,0,0,16,102,310,417,439,0.64,CS,1.04,3899.59494559102
102726,0,0,7,43,229,733,1422,2702,0,1,16,80,218,598,1301,1478,0.73,CS,0.43,741.152654931249
102728,0,0,0,4,15,75,304,786,0,0,0,6,11,33,66,80,1.3,CO,1.65,3500.0
102730,1,2,14,92,438,754,918,1063,0,1,4,33,113,251,311,345,0.24,CS,0.49,10460.0
102734,0,0,5,12,34,100,122,328,0,0,1,7,32,49,50,53,0.82,CO,0.98,11690.0
102741,0,0,0,0,4,22,152,814,0,0,1,2,7,31,172,598,4.07,CS,0.84,4039.27430344614
102747,0,6,13,55,234,663,1082,2502,1,5,7,36,132,393,643,736,0.28,CO,0.16,1805.0
102753,0,0,0,0,18,35,93,606,0,0,0,0,9,14,41,97,3.29,CS,3.86,959.820745481318
102756,0,2,4,22,37,42,55,398,0,0,7,27,48,52,57,57,0.45,FM,0.55,6600.0
102758,0,3,14,93,448,763,920,1065,0,0,2,36,113,259,313,345,0.33,CO,0.71,4200.0
102759,0,0,0,1,8,24,197,1948,0,0,0,0,5,19,168,215,1.9,SG,2.03,3835.8034323948
102761,1,3,8,36,169,259,311,382,0,0,6,18,103,169,209,221,0.21,CS,0.68,2068.738
102764,4,14,40,111,397,980,2126,5786,0,1,15,54,242,473,908,1373,0.07,BB,0.5,1540.0
102765,0,0,0,0,0,12,40,966,0,0,0,0,0,5,12,349,5.79,CS,5.71,1143.62603905151
102769,3,29,110,279,1408,8135,12881,15099,2,12,21,58,142,180,180,180,0.16,SG,0.19,2771.73061120618
102770,1,2,13,53,245,632,1099,2079,0,1,5,32,179,560,950,1646,0.12,CS,0.5,6275.738
102775,0,0,1,3,49,79,200,428,0,0,0,0,25,50,147,212,0.66,CS,2.56,2016.0
102776,0,8,19,62,183,951,1840,2918,0,1,4,32,153,428,693,869,0.38,DR,0.42,4864.94259773613
102778,1,4,14,46,245,562,665,1259,2,3,10,35,195,463,568,640,0.17,SS,0.24,2700.86504138651
102783,0,0,6,23,36,65,78,286,0,0,0,15,22,29,29,31,0.67,CS,1.24,2094.0
102786,0,4,13,46,112,152,160,224,0,4,17,44,97,123,125,131,0.26,CS,0.35,494.579863794848
102791,1,1,8,22,100,553,1182,2981,0,0,3,14,46,123,398,869,0.01,CS,0.51,2356.0
102792,0,1,7,40,215,881,1529,2136,1,1,7,37,139,593,1128,1723,0.25,CS,0.22,3025.0
102794,0,2,7,21,121,696,2092,4533,0,0,7,12,51,148,179,199,0.47,CS,0.66,4166.67
102795,0,0,0,1,1,13,52,175,0,0,0,0,0,1,26,37,1.15,MG,6.2,1960.0
102796,0,4,13,50,121,153,160,221,0,0,13,29,98,122,125,131,0.39,CS,0.7,370.0
102803,0,0,1,8,18,150,295,359,0,0,1,11,35,60,68,76,0.75,CS,0.9,1200.0
102804,0,0,0,0,7,7,14,49,0,0,0,0,1,1,1,2,3.34,CS,4.57,1822.0
102805,0,0,0,0,2,17,33,188,0,0,0,0,0,1,6,30,2.97,SM,9.75,3640.0
102815,0,0,0,7,41,215,593,1698,0,0,0,4,25,55,160,196,1.06,CS,1.05,3486.70834754092
102820,0,0,2,15,34,34,38,199,0,0,5,15,28,28,29,45,0.64,SS,0.6,5460.0
102824,12,47,122,253,1350,8167,12815,15117,1,7,16,62,148,180,180,180,0.1,MG,0.18,3330.16056771125
102826,0,0,0,0,1,4,14,37,0,0,0,0,0,0,2,5,3.65,CS,11.96,2250.0
102837,0,1,16,44,116,153,160,223,0,0,12,39,94,123,125,131,0.48,CO,0.62,2770.0
102839,0,0,0,7,115,399,857,1754,0,0,0,2,69,193,196,196,1.22,CS,1.1,3538.0
102841,0,0,0,0,6,71,145,521,0,0,0,0,0,17,35,39,3.03,CS,8.32,1891.0
102846,0,3,11,39,200,580,800,993,0,1,1,9,165,379,437,439,0.37,CS,0.44,2911.0
102848,0,1,1,8,16,98,276,1163,0,0,0,4,5,60,85,110,0.34,MG,1.11,1750.0
102862,19,77,260,779,3790,9210,11782,14996,0,5,18,31,248,419,428,428,0.05,SG,0.28,2500.0
102865,0,1,2,13,77,97,99,107,6,11,13,24,80,89,89,90,0.27,SS,0.1,4112.49112436496
102868,0,0,3,21,47,69,112,440,0,0,4,17,20,20,25,81,0.58,SM,0.61,1204.4
102873,0,0,7,11,33,223,855,2635,0,0,5,14,38,148,330,736,0.54,CO,0.55,4000.0
102875,1,6,13,57,235,664,1078,2501,0,4,8,33,132,394,640,736,0.23,CS,0.25,3000.0
102876,0,1,2,9,62,238,322,366,0,0,0,16,42,63,68,81,0.28,SS,1.03,4385.73471084893
102886,5,7,12,54,266,714,1220,2335,3,9,13,35,235,646,984,1478,0.08,CS,0.06,1330.0
102904,0,0,0,0,1,13,36,166,0,0,0,0,0,0,12,32,4.81,CS,10.1,4311.67
102905,0,0,1,2,60,184,268,1153,0,0,1,1,45,109,130,130,0.96,LG,0.96,1560.0
102910,0,0,3,13,33,106,122,327,0,0,2,5,31,50,50,53,0.61,CO,0.61,1733.0
102912,0,0,4,8,39,127,419,1234,0,0,1,7,14,18,20,96,0.81,SM,0.93,1457.74524041679
102918,1,7,75,370,2825,8885,11726,14961,1,5,24,77,344,426,428,428,0.19,SS,0.21,2837.44113709011
102919,0,0,11,45,220,649,982,2330,0,0,6,46,161,429,648,736,0.57,SM,0.67,4865.0
102928,4,10,24,93,381,809,1127,1738,8,10,12,31,148,373,520,573,0.13,CS,0.13,1256.67
102931,0,0,0,0,0,28,100,768,0,0,0,0,0,1,12,72,5.64,SG,9.52,1300.0
102936,1,1,2,5,38,79,204,420,0,0,0,1,19,49,142,212,0.14,CO,1.63,864.0
102939,6,36,116,273,1377,8132,12874,15111,4,10,23,61,143,180,180,180,0.05,CO,0.03,2209.338
102947,0,0,0,2,8,92,227,1151,0,0,0,1,2,15,56,99,1.52,MG,1.7,2700.0
102953,0,1,3,43,141,554,1012,1783,1,1,1,22,84,194,196,196,0.26,CS,0.23,4536.0
102976,0,6,13,23,51,54,77,316,0,5,13,16,23,23,25,77,0.29,CO,0.25,1615.0
102981,0,0,0,4,39,269,616,972,0,0,0,4,24,207,393,439,1.13,CO,1.04,4500.0
102986,0,0,12,25,32,34,48,147,0,0,5,14,17,17,23,31,0.59,CO,0.59,775.67
102989,2,2,7,17,85,96,99,108,5,8,9,17,71,89,89,90,0.14,CS,0.07,2989.992
102994,7,12,46,91,316,1048,1747,2940,3,6,17,52,259,469,602,869,0.1,CS,0.1,4.3980523226026
103007,0,0,0,1,43,80,128,399,0,0,0,0,36,59,87,212,1.69,SM,2.21,752.0
103008,1,5,18,31,44,45,48,52,0,1,15,18,22,22,22,22,0.22,BB,0.37,1070.0056595046
103012,0,0,1,16,53,80,200,422,0,0,0,7,30,50,143,212,0.92,CS,1.63,4242.67
103013,0,0,5,20,72,153,212,405,0,0,2,14,59,122,159,212,0.64,SG,0.7,1200.0
103014,1,5,9,27,173,588,1047,1763,0,6,15,27,81,162,195,196,0.16,CS,0.47,2800.0
103018,0,2,5,19,152,625,1061,2369,0,0,1,7,43,447,823,1478,0.33,CS,0.93,5362.0
103021,0,4,12,29,123,153,160,217,0,4,17,29,98,122,125,131,0.28,CS,0.28,3080.0
103023,3,8,18,52,331,981,1650,2996,0,2,9,22,111,327,588,869,0.06,CS,0.29,3654.0
103024,1,1,1,10,15,23,33,173,0,0,0,1,4,4,4,29,0.19,CS,1.7,2100.0
103030,0,0,1,5,7,14,44,335,0,0,1,1,1,1,5,19,0.93,LG,0.84,2460.0
103036,3,6,15,49,142,614,998,2160,3,5,14,37,95,127,176,215,0.07,CO,0.01,5336.0
103037,0,0,0,0,1,15,48,228,0,0,0,0,0,1,24,37,2.68,MG,5.01,4706.38120271968
103038,0,1,3,22,141,279,311,438,0,0,0,4,93,185,211,221,0.39,CS,1.49,4002.0
103043,0,1,4,6,69,176,324,941,0,1,3,4,27,33,48,63,0.31,CO,0.47,2100.0
103057,0,0,1,6,6,7,43,115,0,0,0,3,3,3,20,31,0.94,CS,1.09,2669.4
103058,0,0,0,1,7,55,102,407,0,0,0,0,0,20,48,194,1.93,FV,6.22,350.0
103061,0,0,0,0,0,0,17,124,0,0,0,0,0,0,4,19,11.66,SM,13.71,4451.0
103067,0,0,0,0,2,7,33,134,0,0,0,0,0,0,2,17,3.06,CS,11.42,4853.338
103068,1,2,14,45,220,557,667,1249,3,5,12,30,181,456,567,640,0.16,SS,0.18,4246.676
103069,0,0,1,5,9,71,211,451,0,0,0,2,3,54,115,148,0.76,CO,1.04,6534.67
103073,0,0,4,7,63,90,102,169,0,0,2,6,38,56,56,56,0.53,CO,0.73,1800.0
103075,4,10,32,192,965,2504,3270,4926,0,0,9,43,245,740,883,1042,0.17,SG,0.58,820.0
103076,0,0,0,1,10,22,22,66,0,0,0,0,9,10,10,10,1.72,CS,3.23,1966.0
103080,0,0,2,11,30,226,792,2569,0,0,4,15,55,235,527,736,0.93,SM,0.93,2380.0
103081,2,17,47,109,408,952,2092,5739,0,8,16,56,240,466,884,1343,0.21,CS,0.25,3263.42183687083
103086,1,10,30,60,139,184,221,498,0,0,6,22,90,115,122,135,0.02,CS,0.53,492.0
103087,0,0,0,0,2,7,15,132,0,0,0,0,0,0,2,17,4.54,CS,12.09,2930.1
103089,1,2,9,28,82,207,292,1272,0,1,10,25,55,122,127,130,0.16,CO,0.49,0.0
103094,0,0,0,7,29,60,114,762,0,0,0,2,10,34,62,110,1.49,MG,1.71,980.0
103095,0,1,2,4,22,34,205,943,0,0,6,8,21,42,186,622,0.44,CS,0.91,1175.0
103097,0,0,0,0,0,7,9,88,0,0,0,0,0,4,4,19,5.49,CO,5.06,2520.0
103104,1,7,13,21,26,40,77,278,0,2,5,7,7,7,7,39,0.23,CS,0.34,978.0
103106,0,0,0,0,22,31,119,629,0,0,0,0,12,14,38,95,2.6,CS,2.14,4160.0
103107,0,0,0,0,2,33,103,207,0,0,0,0,0,0,1,17,2.19,CS,11.34,1995.0
103115,0,0,14,58,271,959,2444,7511,0,0,7,30,177,186,276,1334,0.65,BB,0.59,7420.0
103118,0,1,13,39,189,589,1052,2154,0,2,10,16,160,492,831,1472,0.37,BB,0.47,3035.92812774331
103126,1,9,26,94,504,786,909,1067,2,6,8,15,142,279,320,345,0.11,CS,0.2,1600.0
103128,0,1,9,21,53,73,89,199,0,2,4,25,48,52,53,78,0.43,SM,0.36,0.0
103134,0,4,10,20,51,74,89,199,0,3,11,23,48,52,53,78,0.29,CS,0.32,3033.324
103140,0,1,5,20,154,629,1077,2371,0,0,0,3,46,463,852,1478,0.44,CS,1.17,1932.0
103143,0,0,3,6,11,18,74,296,0,0,0,2,3,3,13,52,0.78,CS,1.1,11048.0
103147,0,1,15,55,232,662,1034,2439,0,3,19,35,161,444,673,736,0.38,CO,0.39,4340.0
103149,5,9,18,65,274,615,687,1389,2,7,16,48,231,526,578,637,0.01,CO,0.08,850.0
103152,0,0,0,0,0,0,12,36,0,0,0,0,0,0,6,17,11.69,SS,11.59,3921.263328746
103153,17,76,267,821,3802,9190,11769,14995,0,5,14,30,235,419,428,428,0.03,SG,0.35,1372.0
103154,0,1,1,4,10,43,153,722,0,0,0,0,6,10,33,51,0.35,CS,3.24,3597.82819947524
103156,2,10,27,47,66,90,127,280,0,2,6,19,38,45,52,53,0.05,CS,0.36,739.0
103157,5,16,48,110,401,971,2112,5768,0,5,15,55,242,473,900,1359,0.14,BB,0.39,1600.0
103158,3,7,21,58,142,181,220,496,0,0,6,22,84,115,122,135,0.17,SS,0.73,2440.0
103160,0,1,1,7,39,113,190,1111,0,1,4,6,40,79,93,110,0.48,CS,0.32,4368.0
103164,3,3,6,13,19,22,34,196,0,0,4,11,12,12,13,77,0.23,CS,0.85,1971.98587364958
103165,0,5,12,21,115,231,567,1589,0,5,20,22,68,98,196,196,0.27,SS,0.27,5723.67
103168,0,0,0,10,16,19,44,207,0,0,0,8,10,10,10,22,1.12,CS,1.44,3913.0
103173,0,1,6,22,162,747,2178,4532,0,4,11,30,71,134,162,196,0.37,SS,0.34,6663.0
103186,0,0,0,0,17,41,77,484,0,0,0,0,8,34,37,69,2.02,CS,3.62,2032.63334454792
103199,1,5,12,73,242,675,1085,2504,3,4,9,40,135,405,643,736,0.22,SS,0.16,5925.17862990637
103200,0,0,0,0,12,23,37,246,0,0,0,0,6,10,13,30,2.72,SG,3.27,2488.01243497943
103202,0,1,4,5,5,11,18,295,2,2,4,7,7,9,14,21,0.32,CO,0.18,2383.33
103203,0,1,10,52,321,779,1285,5103,1,1,9,50,233,367,511,1166,0.28,CS,0.17,4200.0
103207,0,1,1,6,41,78,113,402,0,1,2,4,32,56,68,210,0.39,CO,0.49,2200.0
103211,2,3,7,38,169,259,311,383,0,0,2,18,103,169,209,221,0.14,CS,0.61,2800.0
103216,0,0,0,3,4,17,106,323,0,0,0,0,0,0,16,36,1.01,MG,12.48,2520.0
103217,1,5,13,39,86,172,249,1130,0,0,1,10,37,107,124,130,0.09,SS,0.57,2576.0
103218,0,3,7,36,70,87,93,141,1,4,13,48,71,74,74,77,0.28,SS,0.22,2900.0
103220,1,1,1,1,1,3,27,68,0,0,0,0,0,0,1,3,0.16,LG,11.7,2660.0
103221,1,5,16,26,34,41,55,185,0,0,3,7,14,15,16,19,0.23,MG,0.79,2100.0
103234,0,0,0,0,7,48,230,1723,0,0,0,0,0,2,19,197,4.11,CO,9.05,7000.0
103236,1,1,3,20,99,154,160,227,0,0,0,6,78,123,124,131,0.08,CS,1.71,1660.0
103243,2,7,16,47,237,823,1577,6080,1,3,16,62,226,755,856,1057,0.08,CS,0.16,4912.76442996
103244,0,4,23,63,171,432,1173,4318,0,0,2,5,87,295,496,552,0.31,CS,0.79,6120.0
103245,0,0,0,3,12,38,105,1128,0,0,0,14,18,43,120,791,1.58,CO,1.64,6664.0
103253,0,0,0,4,22,40,59,567,0,1,1,1,28,29,40,89,1.07,CO,0.29,3000.0
103254,0,0,6,34,195,575,802,993,0,0,1,7,142,375,437,439,0.66,CS,0.73,1125.88916517515
103263,9,25,87,196,336,1088,2637,6563,4,17,25,41,160,287,298,1249,0.05,CS,0.21,829.0
103268,0,0,0,0,1,13,50,511,0,0,0,0,0,0,4,6,4.09,CS,11.23,3000.0
103273,1,3,7,23,88,299,500,3978,1,1,5,19,65,170,309,552,0.24,CS,0.2,2327.34419199106
103274,0,1,4,8,15,98,275,1163,0,0,0,4,5,60,85,110,0.47,MG,1.02,3336.662
103278,3,11,34,116,796,2010,2933,4643,4,15,39,89,326,663,880,1047,0.03,CO,0.03,1960.0
103287,1,3,6,9,12,98,209,889,0,2,3,5,5,73,112,130,0.23,MG,0.27,3161.6766164016
103290,0,0,0,2,78,313,673,1005,0,0,0,0,54,199,426,439,1.28,DR,2.72,3800.0
103291,0,0,3,30,95,221,563,2480,2,4,13,49,158,355,673,1057,0.55,SM,0.21,5600.0
103295,3,3,6,13,19,22,34,196,0,0,4,11,12,12,13,77,0.23,CS,0.85,1154.0
103300,4,10,24,93,380,808,1127,1738,7,10,12,31,147,373,520,573,0.12,CS,0.13,7610.67249222115
103303,0,1,6,22,38,42,48,319,0,0,1,27,49,52,57,57,0.29,SS,0.93,3440.0
103312,0,0,0,1,9,57,71,461,0,0,0,1,2,32,35,37,1.7,SG,1.72,3135.0
103313,0,6,14,21,24,67,123,932,0,3,7,21,21,47,106,595,0.25,CO,0.35,12501.67
103314,0,0,5,22,56,202,467,743,0,0,2,20,23,60,68,80,0.51,CO,0.9,1260.0
103317,0,0,0,2,52,178,262,1143,0,0,0,1,42,107,130,130,1.28,LG,1.28,1410.0
103318,0,6,24,45,145,542,803,1936,1,3,9,26,140,512,741,1472,0.29,SG,0.17,4350.0
103322,0,4,11,20,52,73,89,198,0,3,12,23,48,52,53,78,0.29,SS,0.28,1150.0
103331,0,0,0,0,0,8,10,42,0,0,0,0,0,8,8,9,5.78,SS,5.75,900.0
103333,2,3,8,15,86,596,1512,4232,0,2,4,9,75,253,433,552,0.09,CS,0.26,1217.9
103334,0,0,3,9,60,231,322,366,0,0,11,19,42,63,68,81,0.54,SS,0.62,2590.0
103335,4,6,8,24,248,418,680,4177,6,8,8,11,41,91,137,185,0.01,CO,0.04,6440.662
103338,0,0,0,1,11,44,85,578,0,0,0,1,6,35,65,80,1.93,CS,1.93,1421.0
103341,0,0,0,0,4,23,36,260,0,0,0,0,2,10,13,30,2.03,CS,4.83,9100.0
103345,1,1,12,62,338,778,1321,5134,1,1,10,54,242,370,524,1168,0.06,CS,0.23,1529.62759972471
103347,0,0,3,8,12,51,85,301,0,0,0,0,0,10,16,39,0.66,SE,8.78,2243.0
103362,0,0,0,0,49,85,129,515,0,0,0,0,16,19,27,39,2.18,CS,3.71,5304.75131491363
103369,0,3,12,47,79,85,91,126,0,1,11,43,71,74,74,76,0.35,CS,0.33,2500.0
103382,0,1,1,7,40,112,190,1111,0,1,4,7,40,79,93,110,0.48,CS,0.31,1460.0
103392,4,12,22,92,379,806,1127,1736,8,10,12,32,148,374,519,573,0.18,CS,0.06,1490.67
103395,0,2,11,14,15,17,45,214,0,1,10,10,10,10,10,22,0.47,CS,0.48,1153.0
103401,0,0,0,1,18,120,392,4325,0,0,0,0,20,66,136,199,1.09,CS,2.93,11400.0
103409,0,0,4,7,34,234,552,1270,0,0,2,7,17,49,72,110,0.8,CO,0.58,2400.0
103410,0,1,6,20,67,156,213,406,0,1,7,11,54,123,159,212,0.46,SG,0.33,7107.02743019513
103412,1,4,15,25,43,45,48,52,1,1,3,18,22,22,22,22,0.13,BB,0.21,0.0
103413,0,0,20,65,284,961,2396,7520,0,0,11,30,182,188,276,1346,0.55,CS,0.7,2800.0
103421,1,1,7,42,217,875,1526,2136,1,1,7,38,140,584,1132,1723,0.19,CS,0.12,3442.9339460866
103425,1,1,10,55,327,777,1299,5108,1,1,10,51,239,369,516,1167,0.21,CS,0.12,9239.99999999999
103439,2,4,10,44,120,154,160,224,0,0,5,23,97,123,125,131,0.06,CS,0.53,4166.67
103440,0,2,9,43,149,273,322,415,0,1,6,29,96,180,217,221,0.25,BB,0.31,1490.0
103442,0,0,0,0,0,1,3,51,0,0,0,0,0,0,0,7,5.64,SG,17.57,3600.0
103447,0,0,1,14,15,18,45,212,0,0,1,10,10,10,10,22,0.97,CS,0.84,1224.0
103455,5,7,14,52,553,1725,3491,6852,0,0,0,25,247,287,454,1372,0.04,CS,1.32,6428.12661714
103458,23,66,118,456,3578,10001,12385,15072,7,7,21,81,224,398,428,428,0.14,SG,0.16,1821.67241434512
103464,0,2,7,12,12,15,16,38,1,5,10,12,12,12,12,17,0.35,SG,0.25,2080.008
103466,0,0,5,18,177,565,1743,4437,0,0,1,17,91,137,159,186,0.53,SM,0.65,20583.33
103469,6,14,17,67,270,543,651,1330,4,7,13,44,175,450,545,640,0.12,CO,0.16,2000.0
103472,0,6,14,59,179,935,1812,2909,1,2,3,28,154,414,691,869,0.28,CO,0.19,3618.662
103474,0,2,13,90,444,758,921,1065,0,0,2,35,114,257,312,345,0.34,CS,0.63,5320.0
103478,0,0,1,4,9,75,213,454,0,0,0,2,2,57,120,148,0.93,CO,1.35,4099.71
103488,1,4,12,73,244,675,1081,2503,3,4,8,36,146,412,642,736,0.17,SS,0.06,4174.0
103494,0,0,0,0,14,19,28,199,0,0,0,0,12,13,13,78,2.28,FV,2.7,13866.66
103498,5,13,50,145,259,326,542,1514,3,5,8,26,89,127,163,288,0.07,SG,0.21,1300.0
103499,2,5,20,63,171,431,1158,4317,0,0,1,5,87,292,498,552,0.19,CS,0.75,1500.0
103508,0,7,23,62,277,613,685,1386,2,6,19,44,227,524,578,637,0.28,CS,0.13,1000.0
103517,0,0,8,21,53,71,89,200,0,1,5,25,48,52,53,78,0.51,SM,0.29,925.189249790242
103524,9,39,183,498,2657,9145,11988,14981,0,4,11,69,259,411,428,428,0.12,SG,0.27,3968.01165734636
103531,0,0,2,8,73,255,1248,4462,0,0,0,7,35,93,170,199,0.86,CS,1.06,8926.0
