hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist,inchhavg_r
110919,1,6,17,32,136,654,1416,2898,2,5,11,31,160,734,1164,1478,0.13,CS,0.12,1404.0
110924,0,0,0,3,44,78,114,401,0,0,0,2,30,56,74,212,1.41,CO,1.14,1440.0
110931,0,1,4,5,5,6,16,368,1,2,5,6,6,6,6,89,0.29,SM,0.2,932.0
110944,0,0,0,0,0,10,39,112,0,0,0,0,0,0,15,37,5.11,CS,12.32,672.0
110948,2,3,14,38,71,88,93,141,3,3,16,49,71,74,74,77,0.16,SS,0.11,2651.05843328667
110954,0,0,7,11,33,223,860,2637,0,0,5,14,39,151,336,736,0.65,CS,0.62,4000.0
110959,1,1,7,41,214,875,1525,2136,1,1,6,37,140,585,1135,1723,0.22,CS,0.15,4420.0
110960,0,0,0,1,10,11,16,161,0,0,0,0,8,9,12,19,1.98,CS,2.38,5893.332
110967,1,1,1,6,68,179,235,513,1,1,1,9,53,116,131,137,0.21,SS,0.22,1018.0
110968,0,4,11,26,32,33,35,37,0,4,10,19,19,19,19,19,0.26,LG,0.3,1456.0
110969,1,4,8,31,189,578,1196,3001,0,0,3,12,73,240,619,1460,0.23,CS,0.55,2590.0
110989,4,4,4,4,4,4,12,54,0,0,0,0,0,0,0,0,0.03,SM,30.04,197.0
110990,0,0,0,0,1,7,24,103,0,0,0,0,0,0,4,37,2.13,CS,12.1,4926.662
110997,0,0,11,18,18,24,29,203,0,0,11,11,12,14,14,42,0.59,LG,0.56,2093.338
111004,2,5,10,26,82,91,96,158,0,0,4,8,47,56,56,56,0.1,CS,0.54,3333.0
111007,0,0,0,0,18,91,275,687,0,0,0,0,11,37,45,63,2.76,CO,2.81,3226.46943676506
111013,0,1,8,26,30,36,72,438,0,0,2,9,9,9,9,39,0.29,SM,0.96,998.0
111022,1,5,8,19,28,77,274,588,3,3,4,12,20,24,33,69,0.17,CO,0.19,3146.0
111023,0,0,1,2,17,57,117,670,0,0,0,0,16,45,68,80,0.76,SS,2.06,5957.78894331831
111037,9,24,86,191,336,1084,2627,6558,3,17,24,40,160,287,298,1244,0.09,SG,0.2,2751.0
111038,0,3,6,24,38,42,53,374,0,3,8,33,50,52,57,57,0.27,SM,0.28,1250.0
111044,0,0,0,1,16,58,134,661,0,0,0,0,16,45,68,80,1.83,CO,2.2,4701.67
111047,0,1,4,15,161,632,1096,2376,0,0,0,1,48,465,860,1478,0.48,CS,1.29,770.0
111053,0,0,0,0,12,20,26,112,0,0,0,0,11,13,13,23,2.69,CS,3.04,3800.0
111055,6,28,93,357,1094,2949,4355,6944,1,13,32,90,428,675,999,1575,0.21,CS,0.21,10703.98002736
111056,1,1,15,56,184,950,1828,2919,0,0,4,27,154,422,695,869,0.16,DR,0.54,3080.0
111069,0,0,0,6,11,63,283,784,0,0,0,10,11,32,64,80,1.57,CO,1.49,9100.0
111071,1,8,19,39,68,139,213,361,1,6,12,37,56,135,167,212,0.21,CO,0.25,1960.0
111073,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04,5050.0
111077,0,6,14,18,28,39,60,533,0,4,19,22,25,30,39,99,0.35,CO,0.44,698.0
111081,0,0,0,0,0,19,25,100,0,0,0,0,0,11,11,21,7.55,CS,8.46,1694.0
111084,10,24,72,172,253,310,466,1512,3,6,11,29,92,122,172,288,0.02,SM,0.06,4886.72383396
111088,0,0,0,0,0,18,34,87,0,0,0,0,0,11,13,20,5.83,CS,6.96,4550.0
111090,0,2,16,51,177,269,312,385,0,0,8,42,106,176,209,221,0.48,CS,0.53,3397.0
111093,1,1,9,24,86,205,292,1266,0,0,10,23,62,122,127,130,0.06,CO,0.55,0.0
111096,0,0,0,3,12,42,106,1132,0,0,0,14,18,52,121,800,1.8,CO,1.85,5330.0
111099,0,5,6,15,28,69,263,587,0,3,4,7,20,24,27,69,0.28,CS,0.33,1091.0
111101,0,0,0,0,13,40,45,204,0,0,0,0,1,13,13,23,2.33,CS,3.02,3640.0
111108,0,0,8,23,38,42,49,334,0,0,7,25,49,52,57,57,0.58,CO,0.82,8300.0
111109,2,5,16,47,237,820,1579,6084,1,3,16,61,226,754,856,1057,0.09,CS,0.14,4462.77996481071
111110,0,1,4,46,135,554,1009,1781,0,1,3,22,84,194,196,196,0.36,CS,0.28,2936.5224378392
111121,0,0,7,38,64,90,126,294,0,0,2,11,37,44,51,53,0.57,CS,0.97,4566.0
111128,2,3,14,37,71,88,93,141,3,3,15,49,71,74,74,77,0.13,SS,0.1,2638.92293857397
111129,6,24,77,187,335,1068,2594,6546,1,17,24,40,157,287,298,1240,0.08,SG,0.23,1053.32108057876
111139,0,0,6,32,212,567,773,1022,0,0,5,18,108,312,401,439,0.63,MG,0.63,868.0
111142,0,0,0,8,71,94,130,306,0,0,0,4,44,45,50,53,1.31,CS,1.86,4430.0
111145,2,2,3,4,22,113,201,380,3,6,9,14,31,109,165,212,0.17,CO,0.08,1600.0
111146,0,1,6,31,204,561,769,1025,0,1,2,17,107,308,401,439,0.44,MG,0.44,0.0
111148,0,0,5,9,12,93,203,880,0,1,3,5,5,71,110,130,0.51,FM,0.5,4967.0
111149,5,14,45,106,403,950,2087,5743,2,6,14,55,238,466,882,1343,0.07,CS,0.21,10000.0
111161,0,0,0,0,3,50,145,418,0,0,0,0,0,7,32,39,2.25,CS,6.12,2900.0
111174,1,1,1,1,4,74,133,423,0,0,0,0,0,16,23,39,0.22,CS,8.36,719.0
111177,1,4,13,13,13,16,26,37,0,0,5,5,5,5,5,5,0.19,CS,0.52,0.0
111189,0,0,0,0,5,22,38,188,0,0,0,0,0,1,8,30,2.29,CS,5.08,750.0
111196,2,8,25,46,66,90,127,281,0,2,5,20,38,45,52,53,0.12,CS,0.28,1892.0
111202,1,6,18,31,135,651,1415,2894,1,5,11,31,158,733,1165,1478,0.2,CS,0.2,2000.0
111203,1,3,11,41,175,283,311,438,0,0,1,28,108,191,211,221,0.17,CS,0.84,300.0
111207,1,6,15,55,246,629,1094,2076,0,3,9,33,183,558,949,1637,0.23,CS,0.44,4253.33
111210,3,3,12,57,250,561,665,1272,1,1,6,36,194,462,566,640,0.09,CO,0.2,2800.0
111212,0,0,0,0,15,19,26,83,0,0,0,0,11,13,13,23,2.08,CS,2.14,4119.65221818037
111213,0,0,1,1,21,85,343,784,0,0,0,0,11,35,66,80,0.65,CO,2.43,3360.0
111214,2,10,24,93,500,786,910,1067,0,6,8,13,143,279,319,345,0.13,CS,0.27,1964.04316276549
111215,4,8,32,80,216,460,673,873,1,4,17,39,162,370,495,553,0.16,CS,0.17,1526.53894702
111228,6,29,58,136,708,6191,10577,15096,0,7,10,20,100,180,180,180,0.09,SG,0.27,1000.0
111229,1,2,7,18,83,97,99,107,1,2,16,22,84,89,89,90,0.09,SS,0.24,5700.0
111230,0,0,0,7,29,60,114,762,0,0,0,2,10,34,62,110,1.49,MG,1.71,546.0
111234,0,0,4,25,38,42,54,376,0,1,13,31,48,52,57,57,0.56,CS,0.48,25520.1853989432
111236,1,1,1,1,1,3,26,68,0,0,0,0,0,0,1,3,0.18,LG,11.78,1960.0
111238,0,0,12,56,189,782,1123,1938,0,0,5,27,90,310,474,573,0.54,CS,0.72,2800.0
111239,0,0,1,7,58,263,320,383,0,0,0,7,31,71,75,96,0.58,DR,1.11,6759.992
111240,2,2,8,24,37,42,55,396,0,0,11,28,48,52,57,57,0.19,FM,0.67,718.0
111245,0,0,0,0,23,93,211,787,0,0,0,0,6,9,30,52,2.14,CO,2.07,2200.0
111253,1,4,9,10,15,32,50,446,1,6,9,12,13,30,35,69,0.19,CO,0.2,2769.33
111254,0,4,11,13,14,18,24,108,1,3,8,9,11,13,15,29,0.3,SS,0.15,6841.17680557039
111262,0,0,10,25,32,34,47,148,0,0,5,14,17,17,21,31,0.61,CO,0.56,800.0
111266,3,6,10,18,82,204,425,1817,6,10,13,26,127,264,523,1057,0.17,SM,0.17,11200.0
111267,0,0,9,20,34,34,38,206,0,0,5,19,28,28,29,45,0.57,CS,0.6,11480.0
111272,0,6,17,31,133,648,1416,2896,1,5,11,31,160,730,1154,1478,0.25,CS,0.25,3700.0
111277,2,12,27,65,226,455,576,909,0,17,20,34,159,338,455,599,0.15,CS,0.28,6300.0
111278,0,1,4,23,38,42,49,323,0,0,1,27,49,52,57,57,0.5,SS,0.69,6300.0
111279,0,4,9,31,183,637,1184,2476,1,4,13,26,217,558,1009,1478,0.25,CS,0.18,1700.0
111282,1,1,2,7,22,31,204,945,0,0,6,8,21,37,178,618,0.03,CS,0.82,2100.0
111285,0,0,1,17,51,119,302,951,0,0,1,9,30,33,51,63,0.8,SM,0.78,3400.0
111297,0,6,13,23,51,54,77,316,0,5,13,16,23,23,25,77,0.29,CO,0.25,883.0
111298,0,0,2,3,67,298,737,1063,0,0,1,8,52,143,254,355,0.59,CO,0.63,12180.0
111302,0,1,8,24,171,579,1201,3015,0,4,6,12,56,267,653,1464,0.28,CS,0.27,1600.0
111305,2,2,7,18,85,96,99,108,6,8,9,17,71,89,89,90,0.13,CS,0.07,0.0
111317,0,1,5,19,137,454,1032,4470,0,4,6,23,101,165,335,1070,0.42,SM,0.36,13805.0
111322,2,8,25,47,66,90,127,281,0,2,4,18,38,45,52,53,0.12,CO,0.37,1320.0
111323,0,2,8,41,218,868,1159,1978,0,2,9,22,97,351,527,573,0.38,CS,0.42,239.589860449731
111328,1,1,2,4,65,97,100,107,0,0,3,19,74,89,89,90,0.18,CO,0.82,4400.0
111329,1,2,17,59,162,1066,3113,7212,0,0,5,32,122,230,726,1575,0.02,MG,0.74,2613.17443812378
111334,0,0,7,26,75,137,223,1739,0,0,6,25,62,103,151,313,0.53,SM,0.52,1700.0
111335,0,0,0,4,51,264,514,777,0,0,0,0,0,34,62,80,1.2,CO,5.59,268.946354014455
111339,0,0,3,5,5,6,16,368,0,1,3,6,6,6,6,89,0.52,SM,0.43,250.0
111341,0,2,22,52,145,182,219,489,0,0,7,20,85,114,122,135,0.28,CS,0.5,2363.50852659684
111343,0,0,0,0,2,35,70,249,0,0,0,0,0,14,17,54,4.79,CS,5.09,465.0
111353,0,0,17,59,282,962,2425,7522,0,0,11,30,182,187,276,1346,0.56,CS,0.69,6300.0
111358,0,1,17,39,192,590,1057,2162,0,0,10,16,161,493,834,1472,0.44,BB,0.53,1562.323524636
