hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist
116016,5,9,23,70,295,798,1419,2956,2,3,11,32,137,283,467,869,0.06,CO,0.06
116017,0,1,4,4,4,43,70,614,0,0,2,2,2,43,57,64,0.44,CS,0.69
116021,0,0,5,9,15,66,332,510,0,0,4,8,10,12,34,68,0.56,SM,0.62
116038,1,5,19,41,64,89,124,290,0,0,5,14,37,45,52,53,0.18,CS,0.65
116042,3,32,117,305,1908,8588,12977,15032,2,2,18,46,129,178,180,180,0.12,CS,0.2
116048,0,0,0,0,0,6,7,38,0,0,0,0,0,5,5,17,9.33,CS,9.14
116049,0,0,9,25,51,71,88,189,0,0,11,23,41,52,53,78,0.56,CO,0.61
116053,8,32,94,366,1111,2949,4358,6943,1,11,33,91,428,676,998,1575,0.15,CS,0.15
116058,0,1,5,11,16,16,23,68,0,0,4,9,9,9,10,10,0.46,CS,0.69
116063,0,0,0,11,40,99,326,737,0,0,0,5,49,58,79,80,1.17,CO,1.32
116069,0,0,0,0,48,57,71,328,0,0,1,1,22,23,26,86,2.06,SM,0.58
116071,0,0,0,0,22,166,624,4321,0,0,0,0,12,81,179,199,2.31,SM,2.19
116072,0,3,9,19,152,251,305,380,0,1,6,14,101,166,203,221,0.46,CS,0.48
116075,1,1,8,41,215,880,1528,2136,1,1,6,37,139,592,1129,1723,0.23,CS,0.22
116076,0,0,6,32,214,567,773,1022,0,0,5,18,108,313,402,439,0.66,CS,0.67
116079,0,3,23,65,169,437,1189,4316,0,0,2,9,84,296,500,552,0.28,LG,0.92
116080,0,0,1,3,50,79,200,426,0,0,0,0,26,50,147,212,0.56,CS,2.66
116084,1,2,5,6,6,76,255,579,0,0,0,0,0,3,23,30,0.09,CS,6.39
116087,11,33,96,362,1101,2943,4354,6943,1,12,33,91,428,674,998,1575,0.09,CS,0.09
116088,1,4,16,22,53,99,280,900,0,2,4,11,32,33,51,63,0.0,CO,0.25
116090,0,0,0,5,8,16,59,147,0,0,0,1,1,2,15,21,1.25,SS,1.28
116094,0,0,0,7,13,41,80,256,0,0,0,0,0,3,16,39,1.44,CS,8.16
116100,0,0,3,15,16,18,36,219,0,0,4,10,10,10,10,32,0.66,CS,0.96
116102,0,2,12,24,114,326,776,2296,0,0,15,27,60,93,178,319,0.36,MG,0.55
116104,0,0,0,3,54,217,501,1501,0,0,0,1,37,93,125,130,1.92,SM,1.9
116107,0,0,3,3,33,191,693,1500,0,0,2,2,19,62,115,130,0.53,SS,0.64
116108,2,7,27,59,141,184,221,497,0,0,7,23,91,115,122,135,0.09,CS,0.56
116118,0,4,13,31,84,167,287,1729,0,3,18,23,67,125,227,352,0.39,CS,0.4
116125,0,2,8,24,66,178,294,918,0,1,5,17,30,40,47,63,0.43,CO,0.42
116127,0,0,0,0,0,35,73,253,0,0,0,0,0,10,17,53,5.72,CS,6.0
116128,0,0,10,25,32,34,47,148,0,0,5,14,17,17,21,31,0.58,MG,0.53
116130,0,0,0,0,3,24,62,418,0,0,0,0,0,5,23,51,2.12,CO,9.63
116134,0,0,2,10,30,206,754,2563,0,0,4,14,51,220,506,736,0.62,SM,0.61
116138,3,5,17,72,182,290,319,428,1,3,10,38,111,199,216,221,0.08,CO,0.11
116142,0,0,2,14,145,577,968,1615,0,0,2,15,91,286,411,573,0.61,CO,0.7
116148,0,2,3,6,37,240,401,3287,0,0,1,4,29,134,225,552,0.48,CO,0.54
116153,1,4,20,56,144,180,220,493,0,0,6,19,86,113,122,135,0.23,CS,0.54
116154,5,10,30,84,162,301,1072,2285,3,6,7,30,79,84,118,299,0.08,CS,0.09
116162,0,1,4,6,51,120,345,1206,0,0,1,1,14,15,25,100,0.48,CO,0.9
116165,0,0,5,7,11,19,73,299,0,0,2,3,3,3,13,52,0.56,CS,0.76
116167,0,0,17,49,185,780,1124,1941,0,0,7,22,86,311,475,573,0.6,CS,0.63
116168,0,1,1,8,16,98,276,1162,0,0,0,4,5,60,85,110,0.33,MG,1.12
116171,0,11,16,62,259,615,688,1391,1,6,15,50,215,524,580,634,0.29,CO,0.23
116175,0,0,0,8,17,19,35,219,0,0,0,3,10,10,12,32,1.31,CS,1.41
116176,0,0,0,0,2,29,128,488,0,0,0,0,0,10,47,69,4.68,CO,7.67
116184,1,2,6,18,127,418,1081,1946,0,0,1,8,64,200,441,573,0.1,CS,0.87
116185,0,3,13,22,33,33,34,38,0,0,4,10,19,19,19,19,0.41,CS,0.55
116187,0,0,0,0,1,36,162,545,0,0,0,0,0,20,24,69,2.5,DR,5.91
116188,1,1,11,90,423,750,919,1065,0,0,2,34,117,253,311,345,0.23,CS,0.55
116201,1,1,8,22,100,553,1182,2981,0,0,3,14,46,123,398,869,0.01,CS,0.51
116202,0,0,0,1,4,122,270,520,0,0,0,0,0,2,70,131,1.74,CS,5.64
116203,1,3,14,56,179,1122,3144,7201,0,0,3,31,129,246,731,1575,0.24,MG,0.74
116204,0,0,0,1,8,13,30,164,0,0,0,0,0,0,6,30,1.59,CS,12.63
116205,1,7,13,21,26,40,80,278,1,3,5,7,7,7,7,39,0.19,CO,0.22
116207,0,0,0,6,42,78,116,402,0,0,1,4,29,56,71,211,1.01,CO,0.78
116208,0,7,9,238,1053,3643,6108,14770,0,5,6,32,71,126,153,195,0.26,CS,0.34
116211,2,8,14,41,142,424,825,1927,2,3,5,18,62,207,415,736,0.18,CS,0.19
116215,9,24,84,189,340,1080,2622,6554,6,17,25,38,159,287,298,1247,0.05,SG,0.14
116216,0,0,0,0,5,14,43,179,0,0,0,0,0,0,15,32,2.71,LG,12.48
116222,0,0,0,2,19,93,120,322,0,0,0,1,9,44,50,53,1.15,CS,1.76
116231,0,1,3,21,54,197,463,743,0,0,0,20,23,59,68,80,0.39,CO,1.02
116236,0,0,0,14,82,291,807,2183,0,0,0,15,54,163,207,215,1.06,CO,1.01
116242,3,14,17,66,269,545,652,1334,2,7,13,42,174,451,546,640,0.19,CO,0.22
116243,0,0,0,0,12,59,88,347,0,0,0,0,5,23,31,89,2.43,CS,4.03
116260,0,0,0,0,0,6,8,89,0,0,0,0,0,2,4,19,6.64,SM,8.27
116261,5,15,50,152,252,301,461,1570,0,2,8,20,90,118,173,288,0.06,CS,0.3
116263,10,36,114,254,1354,8160,12824,15112,0,9,18,63,148,180,180,180,0.11,CS,0.26
116268,0,5,19,43,52,80,116,513,0,2,3,15,16,22,27,39,0.28,SG,0.38
116270,0,1,12,31,84,167,287,1734,0,0,11,22,67,125,227,352,0.49,CS,0.51
116274,0,5,24,87,457,947,1176,1872,0,1,6,14,143,391,509,573,0.38,CS,0.44
116275,1,8,16,39,68,138,212,361,3,7,14,36,56,134,167,212,0.25,CO,0.13
116278,0,0,0,1,42,83,132,516,0,0,0,0,10,18,30,39,1.79,CS,4.45
116281,0,1,2,4,118,472,911,1772,0,0,0,2,72,190,196,196,0.47,CS,1.4
116293,3,5,9,37,143,192,221,493,0,2,9,27,92,118,122,137,0.11,CS,0.34
116295,0,1,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0.36,CO,30.14
116298,3,5,8,20,28,77,274,589,3,3,4,12,20,24,33,69,0.07,CO,0.08
116299,0,9,16,66,265,544,651,1333,2,6,12,43,170,451,546,640,0.26,SM,0.24
116300,3,4,17,33,136,661,1424,2893,2,3,12,28,159,724,1181,1478,0.12,CS,0.08
116305,3,3,18,26,42,49,53,104,0,0,9,10,13,14,14,21,0.08,CS,0.59
116309,0,0,5,25,165,764,2204,4537,0,1,8,30,69,134,163,196,0.51,SS,0.49
116314,1,1,1,18,103,340,715,952,0,0,0,14,88,290,413,439,0.12,CS,1.09
116316,0,3,9,19,152,251,305,380,0,1,6,14,101,166,203,221,0.45,CS,0.48
116318,0,1,5,31,164,562,1046,1761,0,0,4,31,77,168,195,196,0.44,BB,0.58
116326,2,10,27,46,66,90,127,280,0,2,6,20,38,45,52,53,0.07,CS,0.35
116329,1,2,10,44,120,153,160,223,0,1,16,23,97,122,125,131,0.24,CS,0.39
116333,0,0,1,7,56,230,326,361,0,0,1,17,49,68,75,81,0.83,CO,0.95
116343,0,2,21,54,113,287,572,1615,0,0,4,19,67,145,196,196,0.33,CS,0.64
116347,0,0,9,25,67,164,298,916,0,0,5,19,30,36,47,63,0.81,CO,0.78
116352,1,2,7,24,47,70,106,448,2,2,12,17,20,20,22,81,0.23,SM,0.25
116358,3,6,12,36,117,154,160,229,0,0,1,5,94,123,124,131,0.18,CS,0.97
116360,2,5,16,48,238,825,1586,6107,1,3,16,62,228,756,856,1057,0.13,CS,0.18
116361,8,23,86,190,336,1082,2621,6557,3,17,24,40,160,287,298,1244,0.08,SG,0.21
116366,0,0,0,0,8,88,233,1884,0,0,0,0,0,0,13,197,3.95,CO,10.14
116369,0,1,4,39,85,281,312,429,0,1,3,27,59,191,201,221,0.41,CS,0.41
116381,0,3,11,31,184,641,1175,2470,1,4,14,24,216,552,1000,1478,0.31,CS,0.22
116384,0,4,10,43,123,153,160,219,1,14,22,29,98,122,125,131,0.34,CS,0.19
116394,0,0,0,0,2,3,6,42,0,0,0,0,0,0,0,10,4.78,LG,18.04
116395,0,0,1,8,8,8,11,44,0,0,3,8,8,8,8,9,0.94,SS,0.9
116398,0,3,7,43,226,659,1018,2363,0,2,4,32,160,445,660,736,0.32,SM,0.33
116400,0,1,1,2,9,14,45,180,0,0,0,0,0,0,15,32,0.34,LG,11.67
116407,0,0,0,0,7,19,77,358,0,0,0,0,0,0,15,28,2.59,CO,10.95
116412,0,1,4,24,81,279,311,429,0,1,3,15,55,190,196,221,0.42,CS,0.41
116413,1,1,6,15,51,215,321,366,7,8,15,25,41,63,68,81,0.15,SS,0.18
116416,1,2,8,41,96,186,243,1089,0,0,9,23,54,108,125,130,0.23,CO,0.64
116417,0,0,6,20,67,151,212,405,0,0,6,14,55,122,159,212,0.67,SG,0.57
116427,1,2,18,55,190,970,1855,2920,0,0,4,23,169,433,704,869,0.06,CS,0.63
116428,0,0,0,4,97,458,643,1405,0,0,2,10,39,116,133,281,1.21,SM,0.76
116430,0,0,4,22,72,152,212,405,0,0,2,17,58,122,159,212,0.85,SG,0.74
116431,0,0,0,0,0,29,151,475,0,0,0,0,0,10,39,69,5.64,CS,6.2
116434,0,0,0,2,33,156,215,405,0,0,0,0,25,118,145,212,1.51,CO,2.24
116438,9,21,167,586,2888,9330,12104,15003,0,1,22,102,242,411,428,428,0.02,MG,0.42
116443,0,7,22,50,207,1048,1910,2933,0,2,13,28,192,464,718,869,0.32,CS,0.41
116454,1,2,22,53,109,281,569,1612,0,4,6,19,64,145,196,196,0.23,CS,0.48
116455,0,1,2,5,38,79,202,422,0,0,0,1,18,49,142,212,0.29,CO,1.65
116457,0,2,8,41,218,867,1159,1979,0,1,9,21,96,350,527,573,0.41,CS,0.43
116459,0,0,0,0,1,59,152,238,0,0,0,0,0,41,105,131,4.61,CS,5.53
116461,0,0,5,9,18,154,295,359,0,0,2,14,35,60,68,76,0.6,CS,0.99
116465,2,7,17,55,241,829,1628,6179,1,8,21,59,235,750,856,1057,0.19,SM,0.2
116475,0,0,0,0,4,31,64,470,0,0,0,0,0,16,26,51,4.51,CS,7.15
116483,0,0,0,0,4,13,21,300,0,0,0,0,7,14,14,19,3.79,SS,3.79
116484,0,1,8,18,34,34,38,205,0,1,5,19,28,28,29,45,0.44,CS,0.47
116486,0,1,1,8,16,98,276,1162,0,0,0,4,5,60,85,110,0.25,MG,1.2
116488,0,0,5,11,18,46,68,384,0,0,4,6,21,34,35,69,0.58,CO,0.71
116489,3,14,25,70,239,479,599,912,0,5,6,40,158,358,487,587,0.11,CS,0.31
116498,0,0,12,35,192,565,797,991,0,0,1,10,145,379,437,439,0.55,CS,0.61
116499,4,12,34,113,808,2002,2923,4635,3,13,43,91,331,658,880,1047,0.12,CS,0.17
116501,0,0,2,10,142,280,311,438,0,0,0,0,101,183,210,221,0.65,CS,2.05
116506,0,0,11,33,84,163,286,1761,0,0,10,23,67,125,224,352,0.51,SM,0.63
116508,3,5,12,14,16,17,18,60,0,7,10,10,10,10,10,25,0.09,SS,0.33
116509,0,1,4,18,84,299,494,3956,0,0,1,16,52,164,305,552,0.31,CS,0.55
116510,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.21,CS,0.08
116511,0,0,4,20,69,97,133,312,0,0,0,12,42,45,50,53,0.61,CO,1.3
116514,3,5,18,49,156,552,824,1939,2,5,9,34,154,527,752,1481,0.09,CS,0.09
116516,0,0,5,21,63,153,212,405,0,0,6,16,53,122,155,212,0.7,CO,0.71
116517,0,4,5,39,294,1360,3093,4395,0,3,6,34,149,266,413,548,0.3,CS,0.33
116521,7,43,124,299,1891,8494,12973,15030,2,5,18,47,129,178,180,180,0.04,CS,0.16
116532,0,7,29,71,472,1744,3248,4442,0,1,8,19,118,242,383,548,0.38,CO,0.44
116533,0,1,5,10,16,16,24,68,0,0,2,8,9,9,10,10,0.48,CS,0.92
116535,2,2,7,18,86,96,99,108,6,8,9,17,71,89,89,90,0.11,CS,0.06
116536,5,7,12,53,271,719,1218,2335,3,10,13,35,239,654,984,1478,0.14,CS,0.12
116537,1,1,11,59,332,777,1315,5127,1,1,10,52,241,370,521,1168,0.07,CS,0.19
116547,1,1,1,1,9,18,162,989,0,1,1,1,5,8,95,355,0.09,CS,0.26
116550,0,0,0,1,16,56,79,338,0,0,0,0,5,23,29,88,1.5,CS,3.26
116554,0,0,6,22,55,202,466,742,0,0,3,20,23,58,68,80,0.52,CO,0.71
116558,0,0,1,13,15,18,44,207,0,0,0,10,10,10,10,22,0.88,CS,1.03
116566,3,6,12,31,41,43,60,103,0,1,3,13,13,13,15,21,0.09,CS,0.31
116577,0,0,9,41,221,871,1157,1973,0,0,7,20,98,348,527,573,0.59,CS,0.6
116589,0,3,23,64,268,611,686,1378,1,4,19,43,223,523,578,640,0.37,CS,0.07
116590,0,0,0,0,0,89,312,446,0,0,0,0,0,65,190,221,6.53,CS,6.89
116593,1,2,12,39,201,565,799,990,0,1,1,8,164,380,437,439,0.23,CS,0.29
116595,0,0,0,0,6,34,190,546,0,0,0,0,4,22,24,69,3.36,DR,4.55
116599,0,0,0,0,8,47,64,508,0,0,0,0,4,56,57,64,2.5,CS,2.52
116602,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.21,CS,0.09
116603,0,4,35,74,382,1683,3192,5036,0,0,7,40,200,521,950,1101,0.4,CS,0.63
116606,0,2,15,66,298,970,2411,7523,0,0,6,33,181,190,278,1360,0.33,CS,0.52
116607,0,0,0,13,66,228,395,1444,0,0,0,12,54,119,125,130,1.23,CS,1.22
116610,4,30,99,364,1114,2956,4358,6943,1,13,34,91,428,675,993,1575,0.21,CS,0.21
116611,0,0,0,0,0,52,211,374,0,0,0,0,0,6,6,96,5.71,CO,7.44
116615,0,1,1,17,96,154,163,228,0,0,0,11,82,123,126,131,0.33,CS,1.72
116621,0,0,8,17,34,34,38,205,0,1,6,17,28,28,29,45,0.5,CS,0.49
116625,0,0,0,10,27,61,117,757,0,0,0,4,10,36,62,110,1.02,MG,1.12
116632,0,0,0,0,0,10,38,111,0,0,0,0,0,0,15,37,5.2,CS,12.32
116635,1,5,16,69,139,2660,7028,14461,0,2,3,7,32,207,428,428,0.05,CS,0.45
116636,3,7,12,30,41,43,60,103,0,1,3,13,13,13,15,21,0.15,CS,0.33
116639,0,2,2,13,28,33,35,35,0,0,0,6,19,19,19,19,0.46,CS,1.85
116645,1,4,11,27,32,33,35,37,0,4,9,19,19,19,19,19,0.22,LG,0.35
116651,0,0,0,8,14,19,26,85,0,0,0,8,11,13,13,26,1.66,ME,1.64
116652,0,0,1,17,102,283,594,3056,0,0,1,10,71,93,186,696,0.8,SG,0.5
116654,0,2,2,13,29,33,35,35,0,0,0,6,19,19,19,19,0.41,CS,1.86
116667,0,0,3,10,16,16,24,68,0,0,1,8,9,9,10,10,0.54,CS,0.99
116668,1,9,27,80,338,1630,3171,5039,0,3,7,40,189,519,949,1101,0.24,MG,0.31
116674,3,5,7,10,15,61,333,498,2,7,7,8,10,12,34,63,0.08,SM,0.08
116677,0,0,0,0,8,26,55,366,0,0,0,0,0,12,18,28,3.84,CO,8.57
116688,0,5,13,51,118,293,605,1632,0,1,8,19,67,167,196,196,0.34,CO,0.48
116699,0,2,22,52,145,182,219,489,0,1,7,20,85,114,122,135,0.28,CS,0.5
116700,1,5,16,69,139,2653,7028,14459,0,2,3,7,32,207,428,428,0.05,CS,0.45
116710,0,0,1,8,70,97,100,107,0,0,8,18,78,89,89,90,0.96,SS,0.81
116712,0,5,9,22,30,82,279,589,0,3,4,16,20,24,33,69,0.28,CO,0.29
116715,0,0,0,0,2,32,89,610,0,0,0,0,3,13,42,99,2.19,CS,3.43
116718,0,1,3,16,80,252,601,2342,0,0,5,29,72,195,400,1448,0.25,CS,0.76
116721,0,1,1,21,110,237,489,1612,0,0,0,13,48,91,196,196,0.48,MG,1.27
116730,14,29,99,366,1106,2938,4356,6943,1,11,34,94,425,669,997,1575,0.06,MG,0.09
116731,0,1,4,7,63,90,102,169,0,0,2,6,37,56,56,56,0.49,CS,0.67
116753,0,1,2,9,61,238,322,366,0,0,0,16,42,63,68,81,0.28,SS,1.01
116755,2,2,7,17,85,96,99,108,4,8,9,17,71,89,89,90,0.17,CS,0.06
116763,0,0,4,5,5,13,17,309,0,0,7,7,7,11,14,21,0.54,CO,0.52
116772,0,2,8,32,201,679,851,1082,0,3,6,15,87,239,337,355,0.49,LG,0.47
116779,0,3,14,25,184,668,851,1084,0,0,12,16,86,236,334,355,0.3,MG,0.5
116780,1,1,3,20,99,154,160,227,0,0,0,6,78,123,124,131,0.07,CS,1.71
116786,1,3,4,4,47,207,849,4426,0,1,6,6,31,79,162,199,0.23,CO,0.4
116788,0,0,1,1,1,16,52,175,0,0,0,0,0,1,26,37,0.92,MG,6.22
116789,1,1,6,18,129,424,1083,1949,0,0,1,9,63,201,441,573,0.22,CS,0.83
116792,0,0,0,0,6,34,56,223,0,0,0,0,0,4,15,35,2.42,CS,7.93
116793,2,5,9,20,131,742,2136,4540,0,2,11,12,53,149,179,199,0.2,SS,0.27
116811,0,1,8,30,176,662,882,2045,0,1,12,34,62,102,141,215,0.46,SS,0.42
116817,1,3,8,30,108,315,786,1971,0,1,12,32,88,237,464,590,0.07,SM,0.29
116820,0,0,2,7,9,13,49,180,0,0,0,0,0,0,15,32,0.8,CO,12.44
116821,2,10,23,94,499,785,910,1067,0,5,8,13,143,279,318,345,0.15,CS,0.3
116826,1,4,9,10,11,12,16,63,0,0,5,5,5,5,5,19,0.19,CS,0.7
116828,0,5,8,30,137,194,221,493,0,2,7,30,91,119,122,137,0.34,CO,0.3
116831,1,7,24,46,68,91,127,282,0,2,3,19,40,45,52,53,0.13,CO,0.3
116837,0,1,1,8,16,41,66,393,0,0,1,5,21,34,35,69,0.41,CS,1.0
116838,0,1,2,12,39,145,221,387,3,4,5,14,36,101,160,212,0.27,CO,0.16
116839,0,3,7,34,261,825,1230,1995,0,1,4,36,192,570,912,1603,0.29,SM,0.3
116841,1,3,11,27,121,153,160,216,0,1,16,29,98,122,125,131,0.18,CO,0.43
116845,0,3,5,9,12,96,205,886,0,3,3,5,5,72,111,130,0.39,MG,0.4
116853,0,0,3,15,16,18,36,219,0,0,4,10,10,10,10,32,0.66,CS,0.96
116855,0,0,1,2,17,57,112,667,0,0,0,0,16,45,68,80,0.7,SS,2.2
116858,0,5,11,30,82,96,99,108,0,3,21,44,89,89,89,90,0.37,CS,0.36
116861,0,0,3,5,10,37,96,608,0,1,2,3,3,20,36,53,0.6,CS,0.38
116865,1,4,11,14,16,17,18,60,0,3,9,10,10,10,10,25,0.21,CO,0.4
116869,0,5,9,22,30,82,279,589,0,3,4,16,20,24,33,69,0.29,CO,0.29
116877,0,0,0,7,65,221,406,1450,0,0,0,10,53,113,126,130,1.12,CO,1.12
116880,0,0,11,31,92,96,99,108,0,1,4,31,88,89,89,90,0.59,SS,0.36
116887,9,24,86,191,336,1084,2627,6558,3,17,24,40,160,287,298,1244,0.09,SG,0.2
116888,0,1,4,35,86,282,312,429,0,0,3,25,58,191,201,221,0.41,SG,0.62
116892,0,1,1,8,14,98,269,1159,0,0,0,4,4,60,85,110,0.38,MG,1.18
116896,0,2,6,18,152,252,305,379,0,0,3,12,101,166,203,221,0.36,CS,0.56
116904,2,10,32,116,1121,7017,11155,14823,0,14,14,41,231,415,428,428,0.11,CO,0.28
116912,0,1,8,24,171,579,1201,3015,0,4,6,12,56,267,653,1464,0.28,CS,0.27
116917,0,7,21,63,179,947,1836,2918,0,1,4,35,153,427,693,869,0.32,CO,0.34
116920,0,2,5,11,16,16,23,68,0,0,4,9,9,9,10,10,0.47,CS,0.56
116937,0,0,0,4,14,18,38,503,0,0,0,4,4,4,5,18,1.02,CS,1.59
116952,4,30,99,364,1114,2956,4358,6943,1,13,34,91,428,675,993,1575,0.21,CS,0.21
116954,0,7,12,41,242,413,671,4130,0,8,10,10,36,86,137,185,0.33,CS,0.29
116959,0,0,10,18,70,189,217,518,0,0,7,24,55,118,124,137,0.5,SM,0.68
116965,0,0,5,11,18,46,68,384,0,0,4,6,21,34,35,69,0.57,CO,0.73
116966,0,1,2,12,18,106,276,683,0,0,3,12,12,25,44,51,0.46,SS,0.57
116971,1,1,1,13,36,113,184,1106,0,4,4,8,35,77,93,110,0.23,CS,0.39
116976,0,0,7,29,177,629,1188,2488,0,0,9,28,217,554,1005,1478,0.6,CS,0.53
116977,0,0,0,0,4,27,75,264,0,0,0,0,1,8,16,47,2.72,CS,3.91
116984,3,7,10,21,26,40,80,277,1,3,5,7,7,7,8,39,0.15,CO,0.24
116987,0,0,1,6,53,89,126,523,0,0,0,1,16,23,23,39,0.64,CO,1.64
116989,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.22,CS,0.09
116992,0,0,2,11,30,212,759,2579,0,1,4,15,50,230,505,736,0.59,CO,0.48
117000,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04
117001,0,0,7,21,52,72,89,202,0,0,3,25,47,52,53,78,0.69,CS,0.63
117009,0,3,4,4,10,66,460,1884,0,3,6,6,9,72,391,1476,0.42,CS,0.4
117018,2,14,24,74,235,479,598,916,0,2,6,37,160,356,485,589,0.22,CS,0.41
117020,0,0,0,0,14,69,349,794,0,0,0,0,11,12,42,80,2.08,CO,4.0
117022,4,8,17,47,162,567,847,1948,4,7,8,27,175,546,761,1491,0.11,CO,0.13
117029,0,0,1,11,70,274,322,385,0,0,0,14,31,69,75,96,0.55,DR,1.46
117035,0,0,2,6,17,59,123,680,0,0,0,2,16,45,68,80,0.64,CO,1.44
117036,0,3,29,79,360,1663,3188,5038,0,0,7,41,194,517,955,1101,0.32,MG,0.51
117037,6,23,80,189,338,1076,2611,6544,3,17,24,39,159,287,298,1242,0.03,SG,0.2
117041,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44
117045,2,4,6,11,11,12,16,64,0,0,1,5,5,5,5,19,0.09,CS,0.83
117048,0,0,0,4,25,162,550,4388,0,0,0,6,22,79,165,199,1.48,SM,1.27
117052,6,22,57,133,582,1650,2553,4515,2,4,14,54,248,531,820,1047,0.1,SM,0.06
117059,0,5,18,61,257,612,689,1382,0,5,15,48,209,522,580,635,0.37,CS,0.32
117061,0,2,8,46,231,663,991,2333,0,0,5,43,168,438,652,736,0.45,SM,0.56
117067,1,4,7,28,183,562,767,1028,1,2,2,17,92,305,401,439,0.21,MG,0.21
117070,0,0,0,6,27,58,83,244,0,0,0,2,14,29,29,31,1.59,CS,1.43
117072,0,8,17,33,84,164,281,1737,0,8,19,25,67,125,218,352,0.28,CO,0.29
117074,0,0,0,0,7,7,14,59,0,0,0,0,1,1,1,2,2.38,CS,4.16
117076,0,4,20,39,69,139,211,362,0,6,13,37,56,135,167,212,0.25,CO,0.25
117079,1,4,9,10,11,12,16,63,0,0,5,5,5,5,5,19,0.16,CS,0.68
117081,0,0,2,7,54,107,278,1196,0,0,0,1,14,15,23,99,0.53,SG,1.32
117082,0,0,0,0,6,7,42,118,0,0,0,0,3,3,20,31,3.38,CS,3.52
117086,0,0,5,18,74,154,211,405,0,0,2,12,59,123,159,212,0.53,SG,0.62
117089,0,0,0,0,0,12,143,372,0,0,0,0,0,6,6,96,7.18,SS,7.16
117090,0,0,0,0,0,3,6,42,0,0,0,0,0,0,0,10,5.59,LG,18.82
117092,0,0,0,13,30,33,35,37,0,0,0,16,19,19,19,19,1.2,CS,1.2
117095,1,1,7,21,69,88,93,150,0,0,2,19,69,74,74,77,0.17,CS,0.73
117098,0,0,1,4,93,465,642,1408,0,0,3,10,38,114,133,281,0.99,SM,0.91
117105,0,2,14,28,133,438,981,2806,0,1,5,15,112,203,355,869,0.35,CO,0.27
117108,0,0,0,5,67,95,133,308,0,0,0,0,43,45,50,53,1.7,CS,2.24
117109,0,7,9,15,138,522,968,1772,1,9,14,18,63,162,196,196,0.31,SM,0.23
117110,7,23,77,171,254,309,466,1522,2,6,10,27,93,122,172,288,0.1,CO,0.13
117113,0,1,20,56,316,1081,2019,6891,1,1,18,45,249,644,831,1057,0.35,CS,0.13
117120,2,3,14,44,173,264,311,383,0,0,7,29,104,172,209,221,0.16,CS,0.51
117121,0,0,0,9,82,156,290,1913,0,0,0,14,148,226,371,1057,1.01,LG,1.01
117129,0,0,0,6,71,247,1192,4440,0,0,0,6,34,96,182,199,1.3,CS,1.41
117130,0,0,0,7,10,40,72,542,0,0,4,6,6,30,47,80,1.0,CO,0.73
117131,3,8,18,64,263,615,688,1388,2,7,15,47,217,526,578,635,0.13,CS,0.16
117137,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.23,CS,0.1
117139,2,4,13,33,41,43,60,103,1,1,3,13,13,13,15,21,0.11,CS,0.08
117140,1,4,15,29,44,45,48,52,0,0,7,18,22,22,22,22,0.16,CO,0.51
117141,0,0,2,16,40,63,80,285,0,0,0,7,22,29,29,31,0.96,CS,1.49
117142,2,10,19,50,158,555,839,1948,3,6,8,32,160,534,756,1489,0.11,CS,0.12
117145,0,0,1,8,62,361,769,1066,0,0,2,11,45,155,290,355,0.63,CO,0.95
117150,12,23,62,166,254,308,466,1514,4,6,10,31,93,122,173,288,0.14,SE,0.14
117152,5,6,14,56,554,1722,3497,6854,0,0,0,28,251,287,454,1371,0.08,CS,1.32
117156,0,0,15,51,194,790,1128,1942,0,0,4,25,91,315,477,573,0.74,CS,0.84
117159,1,1,10,28,234,674,795,948,0,0,9,19,156,375,434,439,0.18,CO,0.5
117160,0,0,0,0,3,28,65,241,0,0,0,0,0,2,6,33,4.38,MG,9.55
117162,2,4,13,46,120,154,160,225,0,0,2,22,97,123,125,131,0.14,CS,0.7
117168,0,0,0,0,22,95,207,787,0,0,0,0,6,9,22,52,2.31,DR,2.68
117170,0,7,9,13,141,543,980,1783,0,8,14,17,66,163,196,196,0.35,CS,0.26
117173,3,5,19,83,285,623,790,959,0,3,25,41,109,285,435,439,0.11,SG,0.27
117174,0,0,5,33,147,553,1033,1764,0,1,3,34,77,170,195,196,0.62,CS,0.32
117177,1,3,13,27,180,581,1186,3008,0,1,6,12,70,261,636,1463,0.23,CS,0.38
117178,0,1,1,1,6,28,85,116,0,0,0,0,2,35,75,76,0.41,LG,3.77
117181,0,0,0,2,19,35,98,1104,0,0,0,9,19,34,111,775,1.77,CO,1.71
117184,0,1,3,9,39,54,106,236,0,0,0,6,8,9,15,46,0.47,FM,1.25
