hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist
110190,0,0,1,2,17,57,117,668,0,0,0,0,16,45,68,80,0.88,SS,2.04
110193,0,2,13,66,294,976,2438,7519,0,1,4,33,180,189,278,1360,0.26,CS,0.42
110196,0,4,24,63,171,433,1171,4314,0,0,2,5,86,294,495,552,0.33,LG,0.78
110205,4,4,6,37,267,1334,3079,4403,2,4,5,29,145,273,421,548,0.02,CS,0.05
110207,0,4,6,22,85,300,495,3966,0,1,2,16,54,164,308,552,0.3,CS,0.47
110212,2,2,7,18,86,96,99,108,6,8,9,17,71,89,89,90,0.11,CS,0.06
110218,1,1,8,14,139,407,649,858,2,4,12,28,133,322,460,553,0.15,CO,0.12
110228,0,2,3,10,27,88,97,121,1,2,2,8,18,18,18,19,0.41,CS,0.16
110229,0,1,4,5,5,11,18,291,0,2,4,7,7,9,14,21,0.42,CS,0.29
110244,0,0,0,0,1,10,43,135,0,0,0,0,0,4,20,35,3.26,CS,7.15
110245,0,0,0,0,1,34,100,591,0,0,0,0,0,28,61,79,4.38,CS,5.28
110251,9,23,60,166,254,307,465,1513,2,4,8,31,93,122,174,288,0.1,SG,0.16
110252,0,2,7,44,221,651,1013,2361,0,1,4,33,160,435,661,736,0.46,SM,0.46
110253,0,0,1,7,58,231,326,361,0,0,0,16,49,68,75,81,0.89,CO,1.0
110257,0,1,8,18,34,34,38,205,0,1,5,19,28,28,29,45,0.39,CS,0.42
110258,0,0,0,2,15,19,26,84,0,0,0,2,11,13,13,24,1.9,ME,1.89
110265,2,4,4,7,51,118,341,1207,0,1,1,4,14,15,24,99,0.12,CO,0.36
110268,0,3,5,21,38,42,53,376,0,7,13,34,50,52,57,57,0.4,SM,0.4
110270,1,4,9,10,11,12,16,63,0,0,5,5,5,5,5,19,0.16,CS,0.69
110275,1,5,38,110,460,727,917,1048,0,0,13,21,98,241,324,345,0.09,CS,0.54
110281,0,0,0,6,51,259,512,776,0,0,0,0,0,34,62,80,1.19,CO,5.55
110283,0,0,3,6,6,7,46,117,0,0,0,3,3,3,22,31,0.9,CS,1.05
110285,0,0,1,8,25,198,461,776,0,0,0,0,0,34,60,80,0.76,CO,5.76
110287,7,12,25,72,226,458,575,910,8,13,20,35,161,340,456,599,0.04,SM,0.03
110289,0,0,0,1,10,22,22,66,0,0,0,0,8,10,10,10,1.74,CS,3.27
110295,0,0,0,3,12,36,108,1119,0,0,0,14,17,38,119,794,1.47,CS,1.47
110297,0,0,0,3,12,38,104,1127,0,0,0,14,18,41,119,791,1.55,CO,1.61
110300,10,24,72,172,253,310,466,1512,3,6,11,29,92,122,172,288,0.03,SM,0.07
110301,0,0,2,4,8,28,48,271,0,0,0,0,1,8,15,32,0.66,CS,4.97
110306,1,3,4,10,10,87,202,894,1,2,3,5,5,71,110,130,0.08,CO,0.13
110308,0,1,9,54,311,777,1272,5102,0,1,12,49,228,367,505,1167,0.35,CS,0.34
110311,2,7,17,54,240,835,1634,6191,2,9,21,58,233,752,856,1057,0.19,SM,0.19
110329,0,2,12,91,436,755,919,1065,0,0,2,35,114,254,311,345,0.27,CS,0.58
110332,0,1,3,7,74,246,433,694,0,0,0,0,1,1,2,3,0.36,SG,3.96
110336,0,0,0,3,88,169,607,2597,0,0,0,4,88,121,171,215,1.17,SM,1.15
110339,0,0,3,3,110,445,880,1751,0,0,0,2,69,190,196,196,0.57,CS,1.08
110342,0,1,16,60,285,967,2422,7522,0,0,9,30,183,188,276,1349,0.48,CS,0.62
110343,2,2,13,45,151,280,322,420,1,1,8,30,100,190,217,221,0.16,CS,0.23
110347,0,0,0,0,4,62,91,353,0,0,0,0,0,0,6,45,4.0,MG,12.72
110349,0,1,1,5,32,53,105,239,0,0,0,2,8,9,16,49,0.47,CS,1.9
110355,0,0,1,4,9,101,221,475,0,0,0,2,2,84,128,148,0.92,CO,1.53
110358,1,2,6,34,62,90,123,271,2,4,7,12,33,44,51,53,0.19,CS,0.19
110360,0,0,2,7,34,35,58,204,0,0,0,1,28,29,29,45,0.89,CS,1.92
110362,3,5,7,16,28,72,266,588,1,3,4,7,20,24,29,69,0.24,CO,0.25
110367,0,0,0,2,46,80,122,401,0,0,0,2,35,56,80,212,1.93,CO,1.64
110370,2,4,13,33,41,43,60,103,1,1,3,13,13,13,15,21,0.09,CS,0.1
110373,1,2,18,55,190,970,1855,2920,0,0,4,23,169,433,704,869,0.06,CS,0.63
110374,0,7,16,66,264,544,652,1333,0,5,12,46,169,449,545,640,0.25,SM,0.26
110375,0,1,4,5,5,11,18,292,1,2,3,7,7,9,14,21,0.44,CO,0.2
110376,1,1,10,57,322,780,1295,5110,1,1,10,52,236,368,516,1167,0.21,CS,0.2
110380,23,82,276,813,3812,9198,11774,14997,0,5,14,30,235,419,428,428,0.05,SG,0.37
110383,0,2,4,30,91,225,559,2436,2,6,12,47,159,349,660,1057,0.33,SM,0.02
110390,1,4,9,10,11,12,16,63,0,0,5,5,5,5,5,19,0.14,CS,0.75
110397,0,0,0,20,152,567,1009,1785,0,0,0,17,61,157,196,196,1.05,CO,1.03
110399,2,4,12,14,16,17,18,60,0,5,10,10,10,10,10,25,0.1,SS,0.43
110401,0,4,21,64,170,436,1186,4317,0,0,2,9,85,296,498,552,0.34,LG,0.93
110411,11,30,184,592,2872,9350,12099,15007,0,1,22,102,242,411,428,428,0.03,SM,0.33
110417,1,3,15,52,246,633,1100,2079,0,3,12,33,181,563,949,1647,0.08,CS,0.46
110419,0,1,10,18,70,189,217,518,0,0,7,24,54,118,124,137,0.48,CO,0.69
110422,0,3,4,23,177,568,1761,4433,0,1,1,16,90,135,159,186,0.33,SM,0.38
110423,2,3,21,26,42,49,54,104,0,0,9,10,13,14,14,21,0.2,CS,0.6
110435,0,8,17,39,68,138,212,361,3,7,15,36,56,134,167,212,0.26,CO,0.14
110439,0,0,3,3,32,185,662,1495,0,0,2,2,19,61,115,130,0.56,CS,0.59
110442,0,0,0,0,71,295,652,1029,0,0,0,0,43,168,406,439,2.03,SS,2.03
110443,0,0,0,0,9,23,45,198,0,0,0,0,7,10,10,18,2.97,CO,2.97
110445,0,0,6,6,16,97,197,3028,0,0,6,6,17,52,68,197,0.66,SS,0.66
110446,2,4,10,41,96,183,246,1102,0,0,4,24,54,108,125,130,0.05,CS,0.61
110448,0,6,9,21,29,82,278,589,0,4,4,15,20,24,33,69,0.28,CO,0.3
110454,0,0,0,4,24,161,543,4387,0,0,0,6,22,79,165,199,1.53,SM,1.32
110456,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44
110458,0,0,0,2,19,111,330,2748,0,0,0,1,10,50,156,552,1.73,CS,1.77
110461,0,0,0,0,0,17,93,598,0,0,0,0,0,9,45,79,6.5,CS,7.44
110462,0,0,0,0,0,8,123,373,0,0,0,0,0,6,6,96,6.0,SS,5.97
110468,1,3,12,21,32,33,35,37,1,4,13,19,19,19,19,19,0.25,CO,0.22
110472,0,5,8,23,249,420,686,4180,0,7,8,11,42,92,137,185,0.25,SE,0.25
110475,2,2,5,5,5,11,17,294,0,4,7,7,7,9,14,21,0.12,CS,0.3
110476,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04
110478,4,15,44,113,401,968,2117,5773,0,2,15,53,243,471,900,1363,0.14,BB,0.46
110479,0,0,0,2,35,219,587,1596,0,0,0,1,18,81,125,130,1.72,CO,1.89
110481,8,30,122,313,1885,8591,12972,15034,2,5,21,45,129,178,180,180,0.15,SG,0.09
110485,0,0,0,3,88,170,607,2596,0,0,0,4,86,121,171,215,1.18,SM,1.16
110486,0,0,0,0,1,4,6,32,0,0,0,0,0,0,0,10,3.96,CS,16.99
110487,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.22,CS,0.09
110490,0,0,0,1,16,46,191,428,0,0,0,0,11,30,109,148,1.92,CS,2.37
110494,1,6,8,21,29,78,278,589,3,3,4,13,20,24,33,69,0.14,CO,0.14
110501,0,0,5,7,12,147,315,495,0,0,0,2,2,49,116,131,0.51,CS,1.3
110504,0,4,9,41,177,696,1124,1867,2,5,6,31,136,510,819,1477,0.26,CS,0.11
110515,7,29,93,359,1091,2947,4352,6944,1,13,32,90,428,675,999,1575,0.19,CS,0.2
110519,0,0,0,0,16,59,110,797,0,0,0,0,4,26,57,110,2.51,CS,4.27
110526,0,1,6,37,113,590,1153,2122,0,2,3,18,63,399,818,1724,0.42,SM,0.43
110528,0,0,7,47,83,90,97,161,0,0,5,24,53,56,56,56,0.58,CO,0.92
110529,0,2,14,60,278,973,2476,7516,0,0,6,31,181,187,276,1350,0.48,CS,0.54
110532,2,3,10,45,227,669,1010,2368,1,2,5,37,161,446,659,736,0.17,SM,0.23
110544,0,3,7,20,134,418,738,980,0,2,6,15,102,313,419,439,0.41,CO,0.41
110547,0,1,7,35,63,90,123,277,0,2,7,12,36,44,51,53,0.41,CS,0.41
110549,22,84,276,817,3812,9192,11771,14997,0,5,14,30,235,419,428,428,0.06,SG,0.37
110550,0,1,6,31,223,676,795,948,0,0,6,22,156,378,434,439,0.45,CO,0.7
110552,0,0,0,3,40,78,115,402,0,0,0,2,29,56,74,212,1.42,CO,1.21
110556,4,16,42,109,396,975,2123,5783,0,2,14,54,242,473,903,1366,0.08,BB,0.47
110561,1,1,3,43,136,554,1006,1781,1,1,1,22,84,194,196,196,0.16,CS,0.11
110575,0,0,0,3,12,38,103,1128,0,0,0,14,18,43,119,793,1.54,CO,1.6
110579,0,0,5,49,131,555,995,1772,0,0,4,26,86,194,196,196,0.6,CS,0.5
110586,0,0,0,1,16,46,191,428,0,0,0,0,11,30,109,148,1.91,CS,2.36
110589,0,0,0,2,26,160,460,4454,0,0,0,6,25,67,138,199,1.82,SM,1.58
110604,1,3,22,63,249,702,1058,1573,1,1,5,7,87,239,412,573,0.09,CS,0.1
110611,6,31,60,138,708,6200,10588,15095,0,7,10,20,101,180,180,180,0.07,SG,0.29
110618,2,7,26,57,271,561,779,964,0,0,7,15,90,251,416,439,0.03,CS,0.75
110625,0,3,11,26,114,251,588,1595,0,4,15,22,69,122,196,196,0.34,DR,0.4
110635,0,0,1,3,10,59,92,203,0,0,3,4,19,49,52,78,0.89,CO,0.66
110640,4,9,39,119,459,725,917,1048,0,0,11,21,93,238,325,345,0.06,CS,0.57
110646,1,5,16,33,138,657,1419,2902,2,4,11,30,155,734,1161,1478,0.12,CS,0.1
110648,0,0,0,0,0,24,93,510,0,0,0,0,0,15,54,69,5.71,CO,6.82
110652,1,10,19,58,123,218,396,2268,2,3,6,36,100,154,248,352,0.21,SG,0.13
110653,0,1,3,17,76,257,606,2335,0,2,10,29,71,197,404,1465,0.49,SS,0.49
110656,0,0,11,13,13,16,26,37,0,0,5,5,5,5,5,5,0.6,CO,0.79
110658,0,0,0,0,1,8,13,53,0,0,0,0,0,1,1,2,4.9,CS,5.36
110662,1,1,7,16,68,87,93,151,0,0,2,18,68,74,74,77,0.16,CS,0.75
110666,0,2,3,10,27,88,97,121,0,2,2,9,18,18,18,19,0.42,SS,0.27
110670,0,3,6,21,38,42,54,376,0,6,13,32,49,52,57,57,0.42,CS,0.39
110671,0,1,2,10,16,16,24,68,0,0,0,8,9,9,10,10,0.32,CS,1.07
110673,0,0,5,10,73,420,789,1070,0,4,8,11,47,170,301,355,0.67,SM,0.33
110675,0,1,5,7,10,40,69,526,1,4,6,6,6,28,44,80,0.4,CO,0.18
110680,0,1,7,14,52,215,321,366,0,7,15,24,39,63,68,81,0.29,SS,0.27
110683,0,0,7,35,198,573,801,994,0,0,1,9,148,379,437,439,0.59,CS,0.66
110688,0,0,9,19,61,152,213,405,0,0,7,15,51,122,155,212,0.59,CO,0.6
110702,1,3,15,69,132,2588,7005,14446,0,2,3,7,32,200,428,428,0.15,CS,0.48
110706,7,43,124,299,1891,8494,12973,15030,2,5,18,47,129,178,180,180,0.04,CS,0.16
110707,0,1,4,34,63,90,123,278,0,2,6,10,35,44,51,53,0.44,CS,0.44
110710,0,0,0,2,20,172,473,1278,0,0,0,0,11,40,78,110,1.59,CS,4.65
110712,2,9,13,37,186,499,738,973,2,7,9,17,82,241,359,439,0.21,SM,0.21
110720,0,2,6,37,70,88,93,145,0,3,13,48,71,74,74,77,0.33,SS,0.3
110724,0,0,0,1,55,261,615,1000,0,0,0,0,33,161,402,439,1.74,DR,3.13
110729,0,0,1,16,72,278,323,385,0,0,5,14,30,69,75,96,0.87,CO,0.8
110732,0,1,5,7,52,267,485,859,0,0,2,14,43,173,319,531,0.5,CS,0.64
110738,0,0,0,0,0,18,94,1019,0,0,0,0,0,8,51,354,5.19,CS,6.21
110739,2,7,13,26,32,33,35,38,2,5,9,19,19,19,19,19,0.15,LG,0.14
110740,0,0,0,0,4,22,39,264,0,0,0,0,2,10,13,29,3.86,SG,4.78
110741,0,0,0,0,0,1,31,121,0,0,0,0,0,0,18,19,9.82,SM,11.9
110743,2,3,11,33,87,213,553,2360,2,6,24,55,155,335,648,1057,0.07,SM,0.15
110746,0,0,0,0,5,13,28,208,0,0,0,0,1,2,3,18,2.94,CS,2.87
110752,0,0,0,0,0,0,32,121,0,0,0,0,0,0,18,19,10.23,SM,12.3
110755,6,23,80,189,338,1076,2611,6544,3,17,24,39,159,287,298,1242,0.03,SG,0.2
110758,0,4,10,18,111,230,533,1593,0,1,5,22,65,90,196,196,0.4,CS,0.46
110765,5,7,12,53,271,719,1218,2335,3,10,13,35,239,654,984,1478,0.14,CS,0.12
110766,0,2,16,73,252,684,1087,2503,2,3,7,36,150,417,646,736,0.32,SS,0.2
110770,1,2,9,20,32,33,35,39,1,9,15,19,19,19,19,19,0.22,CS,0.17
110772,15,53,94,465,3642,10019,12403,15074,0,10,15,77,219,394,428,428,0.04,SG,0.31
110775,0,0,0,3,11,42,112,1135,0,0,0,14,16,52,124,805,1.68,CS,1.68
110777,0,10,30,212,995,2514,3255,4913,0,3,9,47,290,743,883,1042,0.26,SG,0.43
110779,0,0,3,30,95,221,563,2480,2,4,13,49,158,355,673,1057,0.55,SM,0.21
110780,2,9,16,66,264,544,651,1333,3,6,12,46,170,448,545,640,0.2,SM,0.2
110784,0,0,9,25,133,455,953,1814,0,0,0,2,37,104,180,196,0.52,CO,1.19
110786,9,33,91,266,1919,7860,12862,15018,0,5,12,31,95,167,180,180,0.04,SG,0.4
110790,5,10,26,64,225,452,573,906,2,6,20,34,160,337,450,599,0.03,CS,0.09
110793,0,1,1,6,40,74,111,389,0,0,0,3,24,49,63,208,0.3,CO,1.34
110796,1,3,9,27,173,588,1046,1763,0,6,15,28,81,162,195,196,0.16,CS,0.49
110797,3,6,14,31,188,618,1072,1778,6,14,21,30,81,147,195,196,0.09,CO,0.1
110801,0,1,8,26,30,36,72,440,0,0,0,9,9,9,9,39,0.31,SM,1.0
110807,2,2,7,17,85,96,99,108,5,8,9,17,71,89,89,90,0.15,CS,0.06
110811,5,16,45,110,399,971,2117,5775,0,5,14,54,242,473,903,1364,0.11,BB,0.43
110817,1,6,11,28,32,33,35,38,0,4,6,19,19,19,19,19,0.19,LG,0.34
110818,2,2,3,21,229,614,1089,4505,3,4,12,61,254,687,1016,1057,0.09,CS,0.08
110819,0,0,0,0,84,256,317,427,0,0,0,0,50,168,214,221,2.4,CO,2.37
110824,0,0,0,2,8,88,234,1146,0,0,0,1,2,15,69,101,1.74,CO,1.76
110827,0,6,23,92,460,949,1175,1869,0,1,5,14,144,395,512,573,0.26,CS,0.34
110836,0,0,8,33,197,553,768,1026,0,0,5,18,107,300,394,439,0.64,MG,0.64
110839,0,2,3,4,36,79,201,423,0,0,0,1,16,49,143,212,0.33,SS,1.4
110840,0,2,3,9,28,88,98,121,1,1,2,10,18,18,18,19,0.48,SS,0.23
110846,0,0,0,5,62,97,100,108,0,0,0,16,73,89,89,90,1.09,SS,1.09
110850,7,23,77,185,339,1068,2591,6539,4,17,24,37,158,287,298,1242,0.04,SG,0.22
110854,0,0,7,19,76,133,214,1683,0,0,6,20,62,103,145,302,0.8,CO,0.76
110855,0,1,1,2,18,57,112,659,0,0,0,0,19,44,68,80,0.38,SS,2.56
110861,1,2,22,62,168,442,1194,4314,0,0,2,11,83,297,500,552,0.17,LG,0.84
110864,0,0,4,4,48,190,765,4393,0,0,6,6,32,80,167,199,0.57,SM,0.57
110868,0,0,1,4,29,201,747,2567,0,0,0,10,50,214,508,736,0.9,SM,1.0
110870,0,0,0,0,0,8,33,111,0,0,0,0,0,0,13,37,5.3,CS,10.88
110875,0,2,5,22,38,42,54,377,0,5,13,32,49,52,57,57,0.36,CS,0.32
110883,0,0,0,0,0,0,10,38,0,0,0,0,0,0,5,17,10.75,SS,10.65
110884,2,6,18,33,135,654,1424,2896,2,5,11,31,157,736,1175,1478,0.1,CS,0.11
110889,0,0,1,3,49,117,311,968,0,0,0,2,29,33,51,63,0.69,SG,1.23
110890,1,3,8,21,97,547,1181,2980,0,1,2,17,46,115,396,869,0.17,CS,0.35
110893,1,1,3,8,216,1343,3138,6515,0,2,7,16,171,330,749,1530,0.22,CO,0.33
110894,0,0,0,0,7,75,102,165,0,0,0,0,13,47,56,56,3.63,CO,3.3
110900,0,2,15,65,296,977,2428,7521,0,1,5,33,181,189,278,1360,0.29,CS,0.46
110906,0,2,10,31,92,96,99,108,0,3,4,24,88,89,89,90,0.43,SS,0.27
110913,2,2,4,4,22,112,200,380,3,5,10,14,31,108,165,212,0.19,CO,0.1
110916,1,3,9,28,265,1062,1811,2988,3,3,5,46,236,483,649,869,0.17,SS,0.15
110919,1,6,17,32,136,654,1416,2898,2,5,11,31,160,734,1164,1478,0.13,CS,0.12
110924,0,0,0,3,44,78,114,401,0,0,0,2,30,56,74,212,1.41,CO,1.14
110931,0,1,4,5,5,6,16,368,1,2,5,6,6,6,6,89,0.29,SM,0.2
110944,0,0,0,0,0,10,39,112,0,0,0,0,0,0,15,37,5.11,CS,12.32
110948,2,3,14,38,71,88,93,141,3,3,16,49,71,74,74,77,0.16,SS,0.11
110954,0,0,7,11,33,223,860,2637,0,0,5,14,39,151,336,736,0.65,CS,0.62
110959,1,1,7,41,214,875,1525,2136,1,1,6,37,140,585,1135,1723,0.22,CS,0.15
110960,0,0,0,1,10,11,16,161,0,0,0,0,8,9,12,19,1.98,CS,2.38
110967,1,1,1,6,68,179,235,513,1,1,1,9,53,116,131,137,0.21,SS,0.22
110968,0,4,11,26,32,33,35,37,0,4,10,19,19,19,19,19,0.26,LG,0.3
110969,1,4,8,31,189,578,1196,3001,0,0,3,12,73,240,619,1460,0.23,CS,0.55
110989,4,4,4,4,4,4,12,54,0,0,0,0,0,0,0,0,0.03,SM,30.04
110990,0,0,0,0,1,7,24,103,0,0,0,0,0,0,4,37,2.13,CS,12.1
110997,0,0,11,18,18,24,29,203,0,0,11,11,12,14,14,42,0.59,LG,0.56
111004,2,5,10,26,82,91,96,158,0,0,4,8,47,56,56,56,0.1,CS,0.54
111007,0,0,0,0,18,91,275,687,0,0,0,0,11,37,45,63,2.76,CO,2.81
111013,0,1,8,26,30,36,72,438,0,0,2,9,9,9,9,39,0.29,SM,0.96
111022,1,5,8,19,28,77,274,588,3,3,4,12,20,24,33,69,0.17,CO,0.19
111023,0,0,1,2,17,57,117,670,0,0,0,0,16,45,68,80,0.76,SS,2.06
111037,9,24,86,191,336,1084,2627,6558,3,17,24,40,160,287,298,1244,0.09,SG,0.2
111038,0,3,6,24,38,42,53,374,0,3,8,33,50,52,57,57,0.27,SM,0.28
111044,0,0,0,1,16,58,134,661,0,0,0,0,16,45,68,80,1.83,CO,2.2
111047,0,1,4,15,161,632,1096,2376,0,0,0,1,48,465,860,1478,0.48,CS,1.29
111053,0,0,0,0,12,20,26,112,0,0,0,0,11,13,13,23,2.69,CS,3.04
111055,6,28,93,357,1094,2949,4355,6944,1,13,32,90,428,675,999,1575,0.21,CS,0.21
111056,1,1,15,56,184,950,1828,2919,0,0,4,27,154,422,695,869,0.16,DR,0.54
111069,0,0,0,6,11,63,283,784,0,0,0,10,11,32,64,80,1.57,CO,1.49
111071,1,8,19,39,68,139,213,361,1,6,12,37,56,135,167,212,0.21,CO,0.25
111073,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04
111077,0,6,14,18,28,39,60,533,0,4,19,22,25,30,39,99,0.35,CO,0.44
111081,0,0,0,0,0,19,25,100,0,0,0,0,0,11,11,21,7.55,CS,8.46
111084,10,24,72,172,253,310,466,1512,3,6,11,29,92,122,172,288,0.02,SM,0.06
111088,0,0,0,0,0,18,34,87,0,0,0,0,0,11,13,20,5.83,CS,6.96
111090,0,2,16,51,177,269,312,385,0,0,8,42,106,176,209,221,0.48,CS,0.53
111093,1,1,9,24,86,205,292,1266,0,0,10,23,62,122,127,130,0.06,CO,0.55
111096,0,0,0,3,12,42,106,1132,0,0,0,14,18,52,121,800,1.8,CO,1.85
111099,0,5,6,15,28,69,263,587,0,3,4,7,20,24,27,69,0.28,CS,0.33
111101,0,0,0,0,13,40,45,204,0,0,0,0,1,13,13,23,2.33,CS,3.02
111108,0,0,8,23,38,42,49,334,0,0,7,25,49,52,57,57,0.58,CO,0.82
111109,2,5,16,47,237,820,1579,6084,1,3,16,61,226,754,856,1057,0.09,CS,0.14
111110,0,1,4,46,135,554,1009,1781,0,1,3,22,84,194,196,196,0.36,CS,0.28
111121,0,0,7,38,64,90,126,294,0,0,2,11,37,44,51,53,0.57,CS,0.97
111128,2,3,14,37,71,88,93,141,3,3,15,49,71,74,74,77,0.13,SS,0.1
111129,6,24,77,187,335,1068,2594,6546,1,17,24,40,157,287,298,1240,0.08,SG,0.23
111139,0,0,6,32,212,567,773,1022,0,0,5,18,108,312,401,439,0.63,MG,0.63
111142,0,0,0,8,71,94,130,306,0,0,0,4,44,45,50,53,1.31,CS,1.86
111145,2,2,3,4,22,113,201,380,3,6,9,14,31,109,165,212,0.17,CO,0.08
111146,0,1,6,31,204,561,769,1025,0,1,2,17,107,308,401,439,0.44,MG,0.44
111148,0,0,5,9,12,93,203,880,0,1,3,5,5,71,110,130,0.51,FM,0.5
111149,5,14,45,106,403,950,2087,5743,2,6,14,55,238,466,882,1343,0.07,CS,0.21
111161,0,0,0,0,3,50,145,418,0,0,0,0,0,7,32,39,2.25,CS,6.12
111174,1,1,1,1,4,74,133,423,0,0,0,0,0,16,23,39,0.22,CS,8.36
111177,1,4,13,13,13,16,26,37,0,0,5,5,5,5,5,5,0.19,CS,0.52
111189,0,0,0,0,5,22,38,188,0,0,0,0,0,1,8,30,2.29,CS,5.08
111196,2,8,25,46,66,90,127,281,0,2,5,20,38,45,52,53,0.12,CS,0.28
111202,1,6,18,31,135,651,1415,2894,1,5,11,31,158,733,1165,1478,0.2,CS,0.2
111203,1,3,11,41,175,283,311,438,0,0,1,28,108,191,211,221,0.17,CS,0.84
111207,1,6,15,55,246,629,1094,2076,0,3,9,33,183,558,949,1637,0.23,CS,0.44
111210,3,3,12,57,250,561,665,1272,1,1,6,36,194,462,566,640,0.09,CO,0.2
111212,0,0,0,0,15,19,26,83,0,0,0,0,11,13,13,23,2.08,CS,2.14
111213,0,0,1,1,21,85,343,784,0,0,0,0,11,35,66,80,0.65,CO,2.43
111214,2,10,24,93,500,786,910,1067,0,6,8,13,143,279,319,345,0.13,CS,0.27
111215,4,8,32,80,216,460,673,873,1,4,17,39,162,370,495,553,0.16,CS,0.17
111228,6,29,58,136,708,6191,10577,15096,0,7,10,20,100,180,180,180,0.09,SG,0.27
111229,1,2,7,18,83,97,99,107,1,2,16,22,84,89,89,90,0.09,SS,0.24
111230,0,0,0,7,29,60,114,762,0,0,0,2,10,34,62,110,1.49,MG,1.71
111234,0,0,4,25,38,42,54,376,0,1,13,31,48,52,57,57,0.56,CS,0.48
111236,1,1,1,1,1,3,26,68,0,0,0,0,0,0,1,3,0.18,LG,11.78
111238,0,0,12,56,189,782,1123,1938,0,0,5,27,90,310,474,573,0.54,CS,0.72
111239,0,0,1,7,58,263,320,383,0,0,0,7,31,71,75,96,0.58,DR,1.11
111240,2,2,8,24,37,42,55,396,0,0,11,28,48,52,57,57,0.19,FM,0.67
111245,0,0,0,0,23,93,211,787,0,0,0,0,6,9,30,52,2.14,CO,2.07
111253,1,4,9,10,15,32,50,446,1,6,9,12,13,30,35,69,0.19,CO,0.2
111254,0,4,11,13,14,18,24,108,1,3,8,9,11,13,15,29,0.3,SS,0.15
111262,0,0,10,25,32,34,47,148,0,0,5,14,17,17,21,31,0.61,CO,0.56
111266,3,6,10,18,82,204,425,1817,6,10,13,26,127,264,523,1057,0.17,SM,0.17
111267,0,0,9,20,34,34,38,206,0,0,5,19,28,28,29,45,0.57,CS,0.6
111272,0,6,17,31,133,648,1416,2896,1,5,11,31,160,730,1154,1478,0.25,CS,0.25
111277,2,12,27,65,226,455,576,909,0,17,20,34,159,338,455,599,0.15,CS,0.28
111278,0,1,4,23,38,42,49,323,0,0,1,27,49,52,57,57,0.5,SS,0.69
111279,0,4,9,31,183,637,1184,2476,1,4,13,26,217,558,1009,1478,0.25,CS,0.18
111282,1,1,2,7,22,31,204,945,0,0,6,8,21,37,178,618,0.03,CS,0.82
111285,0,0,1,17,51,119,302,951,0,0,1,9,30,33,51,63,0.8,SM,0.78
111297,0,6,13,23,51,54,77,316,0,5,13,16,23,23,25,77,0.29,CO,0.25
111298,0,0,2,3,67,298,737,1063,0,0,1,8,52,143,254,355,0.59,CO,0.63
111302,0,1,8,24,171,579,1201,3015,0,4,6,12,56,267,653,1464,0.28,CS,0.27
111305,2,2,7,18,85,96,99,108,6,8,9,17,71,89,89,90,0.13,CS,0.07
111317,0,1,5,19,137,454,1032,4470,0,4,6,23,101,165,335,1070,0.42,SM,0.36
111322,2,8,25,47,66,90,127,281,0,2,4,18,38,45,52,53,0.12,CO,0.37
111323,0,2,8,41,218,868,1159,1978,0,2,9,22,97,351,527,573,0.38,CS,0.42
111328,1,1,2,4,65,97,100,107,0,0,3,19,74,89,89,90,0.18,CO,0.82
111329,1,2,17,59,162,1066,3113,7212,0,0,5,32,122,230,726,1575,0.02,MG,0.74
111334,0,0,7,26,75,137,223,1739,0,0,6,25,62,103,151,313,0.53,SM,0.52
111335,0,0,0,4,51,264,514,777,0,0,0,0,0,34,62,80,1.2,CO,5.59
111339,0,0,3,5,5,6,16,368,0,1,3,6,6,6,6,89,0.52,SM,0.43
111341,0,2,22,52,145,182,219,489,0,0,7,20,85,114,122,135,0.28,CS,0.5
111343,0,0,0,0,2,35,70,249,0,0,0,0,0,14,17,54,4.79,CS,5.09
111353,0,0,17,59,282,962,2425,7522,0,0,11,30,182,187,276,1346,0.56,CS,0.69
111358,0,1,17,39,192,590,1057,2162,0,0,10,16,161,493,834,1472,0.44,BB,0.53
111364,1,2,14,45,220,553,666,1244,1,5,12,31,178,453,566,640,0.22,SS,0.19
111367,0,0,0,5,11,33,111,1121,0,0,0,14,16,35,119,794,1.45,CS,1.44
111371,0,0,0,2,22,39,118,686,0,0,0,0,1,1,2,78,1.78,SG,2.36
111385,27,84,264,755,3783,9231,11808,15000,2,3,18,31,252,421,428,428,0.07,MG,0.23
111391,0,0,0,0,12,32,102,618,0,0,0,0,8,8,35,53,2.34,CS,2.29
111394,3,8,17,27,34,41,55,185,0,0,3,7,14,15,16,19,0.13,MG,0.65
111395,0,0,1,6,61,232,326,361,0,0,0,13,50,68,75,81,0.93,CO,1.04
111396,0,0,4,31,162,590,1027,1775,0,0,1,8,51,138,196,196,0.58,CS,0.99
